n,R,Method,Constraint,abs_risk
200,0.5,"StochOptForest
(apx-risk)",no,2.8885726138359615
200,0.5,"StochOptForest
(apx-risk)",no,12.293177305568708
200,0.5,"StochOptForest
(apx-risk)",no,4.126250113016589
200,0.5,"StochOptForest
(apx-risk)",no,5.065485995298906
200,0.5,"StochOptForest
(apx-risk)",no,3.9673515097633434
200,0.5,"StochOptForest
(apx-risk)",no,4.578856620971308
200,0.5,"StochOptForest
(apx-risk)",no,12.288026047689804
200,0.5,"StochOptForest
(apx-risk)",no,5.267527696779314
200,0.5,"StochOptForest
(apx-risk)",no,3.2285324225753698
200,0.5,"StochOptForest
(apx-risk)",no,5.672562521280837
200,0.5,"StochOptForest
(apx-risk)",no,10.028801306054655
200,0.5,"StochOptForest
(apx-risk)",no,4.052572952186167
200,0.5,"StochOptForest
(apx-risk)",no,3.2847248349482587
200,0.5,"StochOptForest
(apx-risk)",no,3.43095239286342
200,0.5,"StochOptForest
(apx-risk)",no,3.692621967222639
200,0.5,"StochOptForest
(apx-risk)",no,2.6314565669605092
200,0.5,"StochOptForest
(apx-risk)",no,4.768149654449377
200,0.5,"StochOptForest
(apx-risk)",no,2.790726110961282
200,0.5,"StochOptForest
(apx-risk)",no,5.283459967147594
200,0.5,"StochOptForest
(apx-risk)",no,4.78215469195306
200,0.5,"StochOptForest
(apx-risk)",no,12.88172490941376
200,0.5,"StochOptForest
(apx-risk)",no,3.3952897710794163
200,0.5,"StochOptForest
(apx-risk)",no,2.578743311606299
200,0.5,"StochOptForest
(apx-risk)",no,4.856571279728592
200,0.5,"StochOptForest
(apx-risk)",no,3.8746478018505055
200,0.5,"StochOptForest
(apx-risk)",no,3.3075436128315148
200,0.5,"StochOptForest
(apx-risk)",no,4.033012400498505
200,0.5,"StochOptForest
(apx-risk)",no,5.290005375084774
200,0.5,"StochOptForest
(apx-risk)",no,5.380623425466036
200,0.5,"StochOptForest
(apx-risk)",no,3.132147732576031
200,0.5,"StochOptForest
(apx-risk)",no,4.9182614233361335
200,0.5,"StochOptForest
(apx-risk)",no,3.6795572349287546
200,0.5,"StochOptForest
(apx-risk)",no,3.3086910438365504
200,0.5,"StochOptForest
(apx-risk)",no,3.3787429221678487
200,0.5,"StochOptForest
(apx-risk)",no,4.672485027721482
200,0.5,"StochOptForest
(apx-risk)",no,3.5847912881822452
200,0.5,"StochOptForest
(apx-risk)",no,4.552486268901117
200,0.5,"StochOptForest
(apx-risk)",no,4.628373470072776
200,0.5,"StochOptForest
(apx-risk)",no,4.750628043295194
200,0.5,"StochOptForest
(apx-risk)",no,4.0200905085320136
200,0.5,"StochOptForest
(apx-risk)",no,4.056441712576552
200,0.5,"StochOptForest
(apx-risk)",no,8.604155366426914
200,0.5,"StochOptForest
(apx-risk)",no,5.9150568348455135
200,0.5,"StochOptForest
(apx-risk)",no,6.206264805097386
200,0.5,"StochOptForest
(apx-risk)",no,3.3848797545048392
200,0.5,"StochOptForest
(apx-risk)",no,5.235246863805026
200,0.5,RandSplitForest,no,5.127290258399389
200,0.5,RandSplitForest,no,5.188515479314751
200,0.5,RandSplitForest,no,5.388751312153939
200,0.5,RandSplitForest,no,4.538747429464181
200,0.5,RandSplitForest,no,4.621035369260031
200,0.5,RandSplitForest,no,6.587029561269255
200,0.5,RandSplitForest,no,4.898113544920634
200,0.5,RandSplitForest,no,5.019537573769181
200,0.5,RandSplitForest,no,4.769559257722202
200,0.5,RandSplitForest,no,4.577322217452327
200,0.5,RandSplitForest,no,6.047401242028309
200,0.5,RandSplitForest,no,5.38210651368563
200,0.5,RandSplitForest,no,4.506429008455729
200,0.5,RandSplitForest,no,4.873006454329493
200,0.5,RandSplitForest,no,6.078127864931496
200,0.5,RandSplitForest,no,4.666561088435127
200,0.5,RandSplitForest,no,4.802853145518451
200,0.5,RandSplitForest,no,4.540923251575368
200,0.5,RandSplitForest,no,4.959373484762515
200,0.5,RandSplitForest,no,4.60774846738135
200,0.5,RandSplitForest,no,5.208604319623101
200,0.5,RandSplitForest,no,4.55390226608295
200,0.5,RandSplitForest,no,4.734771220395059
200,0.5,RandSplitForest,no,5.006509184505493
200,0.5,RandSplitForest,no,10.832985935828756
200,0.5,RandSplitForest,no,4.980007407898262
200,0.5,RandSplitForest,no,4.565341698684913
200,0.5,RandSplitForest,no,5.286036904321627
200,0.5,RandSplitForest,no,5.2655547963271
200,0.5,RandSplitForest,no,4.7351489469527595
200,0.5,RandSplitForest,no,4.7297422238935365
200,0.5,RandSplitForest,no,5.377935772081148
200,0.5,RandSplitForest,no,5.5255902872996
200,0.5,RandSplitForest,no,5.010927432956512
200,0.5,RandSplitForest,no,6.1021964310190375
200,0.5,RandSplitForest,no,4.846391069379456
200,0.5,RandSplitForest,no,5.675122437886026
200,0.5,RandSplitForest,no,4.939635760752855
200,0.5,RandSplitForest,no,4.891643599330937
200,0.5,RandSplitForest,no,4.364413948927608
200,0.5,RandSplitForest,no,4.544595383388405
200,0.5,RandSplitForest,no,5.007000073701888
200,0.5,RandSplitForest,no,4.960387808399019
200,0.5,RandSplitForest,no,4.9211807708346695
200,0.5,RandSplitForest,no,4.890092373896349
200,0.5,RandSplitForest,no,5.333464514146904
200,0.5,RandSplitForest,no,5.552592050683273
200,0.5,RandSplitForest,no,5.268704156693795
200,0.5,RandSplitForest,no,4.959063665396788
200,0.5,RandSplitForest,no,5.02426444590845
200,0.5,RandForest,no,8.06125206751903
200,0.5,RandForest,no,8.88992777553444
200,0.5,RandForest,no,27.823528488327774
200,0.5,RandForest,no,5.1014223967123575
200,0.5,RandForest,no,14.659760163660279
200,0.5,RandForest,no,43.240987023171556
200,0.5,RandForest,no,5.461180120124812
200,0.5,RandForest,no,5.817470438215272
200,0.5,RandForest,no,6.6099877849789745
200,0.5,RandForest,no,8.49618592853598
200,0.5,RandForest,no,14.04606503320143
200,0.5,RandForest,no,16.733252721699593
200,0.5,RandForest,no,5.390114937138885
200,0.5,RandForest,no,13.535636489738792
200,0.5,RandForest,no,16.951220823123876
200,0.5,RandForest,no,6.102147436578817
200,0.5,RandForest,no,5.493280030251481
200,0.5,RandForest,no,6.178197615582791
200,0.5,RandForest,no,6.222474581687031
200,0.5,RandForest,no,5.209927672169634
200,0.5,RandForest,no,66.71057586698329
200,0.5,RandForest,no,4.9754696676004135
200,0.5,RandForest,no,7.185222479494725
200,0.5,RandForest,no,9.205454724611224
200,0.5,RandForest,no,35.87876440926572
200,0.5,RandForest,no,5.578532758220575
200,0.5,RandForest,no,6.8334390539768854
200,0.5,RandForest,no,18.80213154471504
200,0.5,RandForest,no,16.527295270302623
200,0.5,RandForest,no,16.647078003608275
200,0.5,RandForest,no,6.704443389701356
200,0.5,RandForest,no,9.195978436881012
200,0.5,RandForest,no,16.377883411870126
200,0.5,RandForest,no,5.345697464707143
200,0.5,RandForest,no,20.24617816863669
200,0.5,RandForest,no,6.204834933155978
200,0.5,RandForest,no,14.319564331503265
200,0.5,RandForest,no,17.313133122226304
200,0.5,RandForest,no,7.570230791023297
200,0.5,RandForest,no,4.940083084653242
200,0.5,RandForest,no,14.822646946803413
200,0.5,RandForest,no,7.187687768311855
200,0.5,RandForest,no,8.895221947108473
200,0.5,RandForest,no,6.048609699011538
200,0.5,RandForest,no,6.364427378408518
200,0.5,RandForest,no,12.658072822405417
200,0.5,RandForest,no,7.783575072111432
200,0.5,RandForest,no,14.882853169976592
200,0.5,RandForest,no,5.8628961782590725
200,0.5,RandForest,no,14.140067792721158
400,0.5,"StochOptForest
(apx-soln)",yes,2.4147406755389467
400,0.5,"StochOptForest
(apx-soln)",yes,3.6812601564846337
400,0.5,"StochOptForest
(apx-soln)",yes,3.5716624803849792
400,0.5,"StochOptForest
(apx-soln)",yes,2.597935948153238
400,0.5,"StochOptForest
(apx-soln)",yes,3.7138122998672882
400,0.5,"StochOptForest
(apx-soln)",yes,2.654779216722265
400,0.5,"StochOptForest
(apx-soln)",yes,2.2032393972642192
400,0.5,"StochOptForest
(apx-soln)",yes,2.2448461455475357
400,0.5,"StochOptForest
(apx-soln)",yes,2.8470022603515726
400,0.5,"StochOptForest
(apx-soln)",yes,2.822706554059256
400,0.5,"StochOptForest
(apx-soln)",yes,2.4708845301986213
400,0.5,"StochOptForest
(apx-soln)",yes,2.6730627816012897
400,0.5,"StochOptForest
(apx-soln)",yes,2.748181926958269
400,0.5,"StochOptForest
(apx-soln)",yes,3.61684249240627
400,0.5,"StochOptForest
(apx-soln)",yes,3.4642144170050515
400,0.5,"StochOptForest
(apx-soln)",yes,2.571072146742013
400,0.5,"StochOptForest
(apx-soln)",yes,3.3517840077454024
400,0.5,"StochOptForest
(apx-soln)",yes,2.3821668497091317
400,0.5,"StochOptForest
(apx-soln)",yes,4.267609860800333
400,0.5,"StochOptForest
(apx-soln)",yes,2.7427947935384367
400,0.5,"StochOptForest
(apx-soln)",yes,2.576572777152076
400,0.5,"StochOptForest
(apx-soln)",yes,4.044691475663134
400,0.5,"StochOptForest
(apx-soln)",yes,3.047249276042487
400,0.5,"StochOptForest
(apx-soln)",yes,2.5332611153646307
400,0.5,"StochOptForest
(apx-soln)",yes,3.6038009911056474
400,0.5,"StochOptForest
(apx-soln)",yes,2.773777669637496
400,0.5,"StochOptForest
(apx-soln)",yes,3.8873509484026307
400,0.5,"StochOptForest
(apx-soln)",yes,3.4794777770440253
400,0.5,"StochOptForest
(apx-soln)",yes,2.401897754033218
400,0.5,"StochOptForest
(apx-soln)",yes,4.20792168456031
400,0.5,"StochOptForest
(apx-soln)",yes,3.705792547236103
400,0.5,"StochOptForest
(apx-soln)",yes,2.560258441850329
400,0.5,"StochOptForest
(apx-soln)",yes,3.60244880605091
400,0.5,"StochOptForest
(apx-soln)",yes,3.0782520840354106
400,0.5,"StochOptForest
(apx-soln)",yes,3.67657282469722
400,0.5,"StochOptForest
(apx-soln)",yes,2.6862165533555755
400,0.5,"StochOptForest
(apx-soln)",yes,4.406498390413611
400,0.5,"StochOptForest
(apx-soln)",yes,2.449689471549202
400,0.5,"StochOptForest
(apx-soln)",yes,3.363956343501022
400,0.5,"StochOptForest
(apx-soln)",yes,3.416951077960549
400,0.5,"StochOptForest
(apx-soln)",yes,2.729069608988977
400,0.5,"StochOptForest
(apx-soln)",yes,2.587009043568996
400,0.5,"StochOptForest
(apx-soln)",yes,4.492008911189466
400,0.5,"StochOptForest
(apx-soln)",yes,2.352077653863847
400,0.5,"StochOptForest
(apx-soln)",yes,3.175975698010469
400,0.5,"StochOptForest
(apx-soln)",yes,3.9618822334483697
400,0.5,"StochOptForest
(apx-soln)",yes,2.284245450281192
400,0.5,"StochOptForest
(apx-soln)",yes,4.359721533603787
400,0.5,"StochOptForest
(apx-soln)",yes,2.8909686079188184
400,0.5,"StochOptForest
(apx-soln)",yes,3.966811864126468
400,0.5,"StochOptForest
(apx-soln)",no,4.9649425273063175
400,0.5,"StochOptForest
(apx-soln)",no,4.489241403773787
400,0.5,"StochOptForest
(apx-soln)",no,4.952041508155205
400,0.5,"StochOptForest
(apx-soln)",no,4.56160657703558
400,0.5,"StochOptForest
(apx-soln)",no,5.2058290392778055
400,0.5,"StochOptForest
(apx-soln)",no,5.102548725864435
400,0.5,"StochOptForest
(apx-soln)",no,4.678958267166329
400,0.5,"StochOptForest
(apx-soln)",no,4.710859315897316
400,0.5,"StochOptForest
(apx-soln)",no,5.078410426613488
400,0.5,"StochOptForest
(apx-soln)",no,4.919175611304083
400,0.5,"StochOptForest
(apx-soln)",no,4.80401385933612
400,0.5,"StochOptForest
(apx-soln)",no,4.552271027277842
400,0.5,"StochOptForest
(apx-soln)",no,4.911814210818917
400,0.5,"StochOptForest
(apx-soln)",no,5.034752159050526
400,0.5,"StochOptForest
(apx-soln)",no,4.536918504543833
400,0.5,"StochOptForest
(apx-soln)",no,5.209580942153621
400,0.5,"StochOptForest
(apx-soln)",no,4.674691740866169
400,0.5,"StochOptForest
(apx-soln)",no,4.762821767873803
400,0.5,"StochOptForest
(apx-soln)",no,5.032168579016066
400,0.5,"StochOptForest
(apx-soln)",no,4.8525993711670745
400,0.5,"StochOptForest
(apx-soln)",no,4.728032452225656
400,0.5,"StochOptForest
(apx-soln)",no,5.62358398124427
400,0.5,"StochOptForest
(apx-soln)",no,4.804102049052695
400,0.5,"StochOptForest
(apx-soln)",no,4.81794878766198
400,0.5,"StochOptForest
(apx-soln)",no,7.353326874472654
400,0.5,"StochOptForest
(apx-soln)",no,5.32051828217556
400,0.5,"StochOptForest
(apx-soln)",no,4.725143302259143
400,0.5,"StochOptForest
(apx-soln)",no,4.999616060056655
400,0.5,"StochOptForest
(apx-soln)",no,5.25898268112201
400,0.5,"StochOptForest
(apx-soln)",no,4.9031443250883875
400,0.5,"StochOptForest
(apx-soln)",no,5.043696474243299
400,0.5,"StochOptForest
(apx-soln)",no,5.0314105407293415
400,0.5,"StochOptForest
(apx-soln)",no,5.152273539215588
400,0.5,"StochOptForest
(apx-soln)",no,4.81364718732139
400,0.5,"StochOptForest
(apx-soln)",no,4.922703564936882
400,0.5,"StochOptForest
(apx-soln)",no,4.892228658116236
400,0.5,"StochOptForest
(apx-soln)",no,4.731474442099626
400,0.5,"StochOptForest
(apx-soln)",no,4.912611607467681
400,0.5,"StochOptForest
(apx-soln)",no,5.022508943893408
400,0.5,"StochOptForest
(apx-soln)",no,4.896168519729722
400,0.5,"StochOptForest
(apx-soln)",no,4.703249818412086
400,0.5,"StochOptForest
(apx-soln)",no,4.947726393964551
400,0.5,"StochOptForest
(apx-soln)",no,5.0574580677655705
400,0.5,"StochOptForest
(apx-soln)",no,4.835078988442222
400,0.5,"StochOptForest
(apx-soln)",no,5.04464895339888
400,0.5,"StochOptForest
(apx-soln)",no,4.64138075753302
400,0.5,"StochOptForest
(apx-soln)",no,4.7935131799908985
400,0.5,"StochOptForest
(apx-soln)",no,5.045738364298717
400,0.5,"StochOptForest
(apx-soln)",no,4.910619800621458
400,0.5,"StochOptForest
(apx-soln)",no,5.309922676758067
400,0.5,"StochOptForest
(apx-risk)",yes,2.9250496787616624
400,0.5,"StochOptForest
(apx-risk)",yes,3.9623082485785983
400,0.5,"StochOptForest
(apx-risk)",yes,3.616793695227524
400,0.5,"StochOptForest
(apx-risk)",yes,2.7735087924492516
400,0.5,"StochOptForest
(apx-risk)",yes,6.487917540080855
400,0.5,"StochOptForest
(apx-risk)",yes,3.0115003013569464
400,0.5,"StochOptForest
(apx-risk)",yes,2.2347627371465832
400,0.5,"StochOptForest
(apx-risk)",yes,2.4912339837736965
400,0.5,"StochOptForest
(apx-risk)",yes,3.016432070637353
400,0.5,"StochOptForest
(apx-risk)",yes,3.037223761465005
400,0.5,"StochOptForest
(apx-risk)",yes,2.2293326330840157
400,0.5,"StochOptForest
(apx-risk)",yes,2.5773834522246677
400,0.5,"StochOptForest
(apx-risk)",yes,3.121404974651546
400,0.5,"StochOptForest
(apx-risk)",yes,4.158477764397161
400,0.5,"StochOptForest
(apx-risk)",yes,3.6254668890011157
400,0.5,"StochOptForest
(apx-risk)",yes,2.5851415029356186
400,0.5,"StochOptForest
(apx-risk)",yes,2.722845082327787
400,0.5,"StochOptForest
(apx-risk)",yes,2.962822983340266
400,0.5,"StochOptForest
(apx-risk)",yes,4.244135082840195
400,0.5,"StochOptForest
(apx-risk)",yes,2.7377561314430676
400,0.5,"StochOptForest
(apx-risk)",yes,3.3908838249955475
400,0.5,"StochOptForest
(apx-risk)",yes,3.7703508471024674
400,0.5,"StochOptForest
(apx-risk)",yes,3.0398764478367015
400,0.5,"StochOptForest
(apx-risk)",yes,2.717621945605865
400,0.5,"StochOptForest
(apx-risk)",yes,4.236333647814183
400,0.5,"StochOptForest
(apx-risk)",yes,3.166010253029197
400,0.5,"StochOptForest
(apx-risk)",yes,3.66095431894629
400,0.5,"StochOptForest
(apx-risk)",yes,4.166475124108322
400,0.5,"StochOptForest
(apx-risk)",yes,2.395102065341767
400,0.5,"StochOptForest
(apx-risk)",yes,5.019776987126156
400,0.5,"StochOptForest
(apx-risk)",yes,3.587469360992978
400,0.5,"StochOptForest
(apx-risk)",yes,2.892127702804255
400,0.5,"StochOptForest
(apx-risk)",yes,3.6274377169316443
400,0.5,"StochOptForest
(apx-risk)",yes,2.480677132186663
400,0.5,"StochOptForest
(apx-risk)",yes,3.1994218762459354
400,0.5,"StochOptForest
(apx-risk)",yes,3.132176106835741
400,0.5,"StochOptForest
(apx-risk)",yes,3.703689510906861
400,0.5,"StochOptForest
(apx-risk)",yes,3.028460087261083
400,0.5,"StochOptForest
(apx-risk)",yes,6.58188362465937
400,0.5,"StochOptForest
(apx-risk)",yes,3.3942771679853365
400,0.5,"StochOptForest
(apx-risk)",yes,3.2117697528007305
400,0.5,"StochOptForest
(apx-risk)",yes,2.838734384813171
400,0.5,"StochOptForest
(apx-risk)",yes,4.405505942911671
400,0.5,"StochOptForest
(apx-risk)",yes,2.3701525555033145
400,0.5,"StochOptForest
(apx-risk)",yes,3.817668253137902
400,0.5,"StochOptForest
(apx-risk)",yes,4.570605561975405
400,0.5,"StochOptForest
(apx-risk)",yes,2.6574069182736224
400,0.5,"StochOptForest
(apx-risk)",yes,5.035552140524704
400,0.5,"StochOptForest
(apx-risk)",yes,3.4104941436417646
400,0.5,"StochOptForest
(apx-risk)",yes,3.6320187765107024
400,0.5,"StochOptForest
(apx-risk)",no,3.768483221157707
400,0.5,"StochOptForest
(apx-risk)",no,9.133202306733894
400,0.5,"StochOptForest
(apx-risk)",no,3.5584118873436807
400,0.5,"StochOptForest
(apx-risk)",no,2.944603891348684
400,0.5,"StochOptForest
(apx-risk)",no,7.4205400733246565
400,0.5,"StochOptForest
(apx-risk)",no,4.409231397972878
400,0.5,"StochOptForest
(apx-risk)",no,3.3827440617288893
400,0.5,"StochOptForest
(apx-risk)",no,3.691637310539728
400,0.5,"StochOptForest
(apx-risk)",no,4.009465238632625
400,0.5,"StochOptForest
(apx-risk)",no,4.401874124047365
400,0.5,"StochOptForest
(apx-risk)",no,2.887271461511649
400,0.5,"StochOptForest
(apx-risk)",no,3.8778468188151396
400,0.5,"StochOptForest
(apx-risk)",no,4.867598944808985
400,0.5,"StochOptForest
(apx-risk)",no,6.359713854176554
400,0.5,"StochOptForest
(apx-risk)",no,3.6775821229639236
400,0.5,"StochOptForest
(apx-risk)",no,3.742821077512352
400,0.5,"StochOptForest
(apx-risk)",no,3.278342478582147
400,0.5,"StochOptForest
(apx-risk)",no,4.378429834663788
400,0.5,"StochOptForest
(apx-risk)",no,6.812481241912022
400,0.5,"StochOptForest
(apx-risk)",no,3.272398569993882
400,0.5,"StochOptForest
(apx-risk)",no,3.7382894080875984
400,0.5,"StochOptForest
(apx-risk)",no,5.166876909665477
400,0.5,"StochOptForest
(apx-risk)",no,3.742149308444134
400,0.5,"StochOptForest
(apx-risk)",no,3.309619243124446
400,0.5,"StochOptForest
(apx-risk)",no,8.749863470940651
400,0.5,"StochOptForest
(apx-risk)",no,3.8772897724650166
400,0.5,"StochOptForest
(apx-risk)",no,4.806352254272706
400,0.5,"StochOptForest
(apx-risk)",no,4.901132672642288
400,0.5,"StochOptForest
(apx-risk)",no,2.7982545576394227
400,0.5,"StochOptForest
(apx-risk)",no,8.068724738863581
400,0.5,"StochOptForest
(apx-risk)",no,4.128793090419194
400,0.5,"StochOptForest
(apx-risk)",no,5.094108429266426
400,0.5,"StochOptForest
(apx-risk)",no,5.440945339796261
400,0.5,"StochOptForest
(apx-risk)",no,4.247891484853648
400,0.5,"StochOptForest
(apx-risk)",no,3.4440455614821137
400,0.5,"StochOptForest
(apx-risk)",no,5.115531631848902
400,0.5,"StochOptForest
(apx-risk)",no,4.699636671532864
400,0.5,"StochOptForest
(apx-risk)",no,5.132456351324645
400,0.5,"StochOptForest
(apx-risk)",no,11.261250037073719
400,0.5,"StochOptForest
(apx-risk)",no,3.190788840277173
400,0.5,"StochOptForest
(apx-risk)",no,5.745470570314417
400,0.5,"StochOptForest
(apx-risk)",no,6.781138315075335
400,0.5,"StochOptForest
(apx-risk)",no,5.365881204691497
400,0.5,"StochOptForest
(apx-risk)",no,2.8898276461045436
400,0.5,"StochOptForest
(apx-risk)",no,4.6453610974558766
400,0.5,"StochOptForest
(apx-risk)",no,10.51426590703294
400,0.5,"StochOptForest
(apx-risk)",no,3.1470970251643524
400,0.5,"StochOptForest
(apx-risk)",no,5.507599584885945
400,0.5,"StochOptForest
(apx-risk)",no,4.615200892115004
400,0.5,"StochOptForest
(apx-risk)",no,3.7329260514081875
400,0.5,RandSplitForest,no,5.1270659250901645
400,0.5,RandSplitForest,no,5.017595084936296
400,0.5,RandSplitForest,no,4.732065460096807
400,0.5,RandSplitForest,no,4.524990558993922
400,0.5,RandSplitForest,no,5.452204019110898
400,0.5,RandSplitForest,no,5.601952583818392
400,0.5,RandSplitForest,no,4.493053873689382
400,0.5,RandSplitForest,no,4.729771862097753
400,0.5,RandSplitForest,no,5.106376014589528
400,0.5,RandSplitForest,no,5.328823709913616
400,0.5,RandSplitForest,no,4.630471074699778
400,0.5,RandSplitForest,no,4.514088957749113
400,0.5,RandSplitForest,no,4.868239590596666
400,0.5,RandSplitForest,no,5.537592428631333
400,0.5,RandSplitForest,no,4.569200270479865
400,0.5,RandSplitForest,no,4.976076182950015
400,0.5,RandSplitForest,no,4.771307497204807
400,0.5,RandSplitForest,no,4.902264593887526
400,0.5,RandSplitForest,no,5.27977914023944
400,0.5,RandSplitForest,no,4.7355265739100005
400,0.5,RandSplitForest,no,4.885323798809346
400,0.5,RandSplitForest,no,5.948179218768777
400,0.5,RandSplitForest,no,4.786042555733634
400,0.5,RandSplitForest,no,4.892490979378113
400,0.5,RandSplitForest,no,5.56967319662853
400,0.5,RandSplitForest,no,5.477957116765293
400,0.5,RandSplitForest,no,4.947829704946863
400,0.5,RandSplitForest,no,5.484588064863045
400,0.5,RandSplitForest,no,5.034803408976364
400,0.5,RandSplitForest,no,6.227230353318401
400,0.5,RandSplitForest,no,4.967265134474623
400,0.5,RandSplitForest,no,5.4783698772181335
400,0.5,RandSplitForest,no,5.676823143337807
400,0.5,RandSplitForest,no,4.725200856178265
400,0.5,RandSplitForest,no,4.955577966392266
400,0.5,RandSplitForest,no,4.99846374700012
400,0.5,RandSplitForest,no,4.66174142308114
400,0.5,RandSplitForest,no,4.960068017042956
400,0.5,RandSplitForest,no,5.315853170583689
400,0.5,RandSplitForest,no,4.948986771819193
400,0.5,RandSplitForest,no,4.75856168125232
400,0.5,RandSplitForest,no,5.107490999048489
400,0.5,RandSplitForest,no,5.358312179405804
400,0.5,RandSplitForest,no,4.708739010350325
400,0.5,RandSplitForest,no,5.352010127896478
400,0.5,RandSplitForest,no,5.358395038941565
400,0.5,RandSplitForest,no,4.55438850531107
400,0.5,RandSplitForest,no,5.5217459692763775
400,0.5,RandSplitForest,no,4.991052942938079
400,0.5,RandSplitForest,no,5.469279848470665
400,0.5,RandForest,no,14.972454201181536
400,0.5,RandForest,no,44.886061694452835
400,0.5,RandForest,no,5.804199284392696
400,0.5,RandForest,no,5.313672541442174
400,0.5,RandForest,no,9.02996398833106
400,0.5,RandForest,no,14.254843309939874
400,0.5,RandForest,no,5.291838957734862
400,0.5,RandForest,no,18.95397980873981
400,0.5,RandForest,no,13.640691189933657
400,0.5,RandForest,no,8.228742745063181
400,0.5,RandForest,no,5.859963209079549
400,0.5,RandForest,no,8.877677571229206
400,0.5,RandForest,no,6.670745954552607
400,0.5,RandForest,no,15.86777664811208
400,0.5,RandForest,no,5.933242921544052
400,0.5,RandForest,no,6.914610895299312
400,0.5,RandForest,no,6.809412913719883
400,0.5,RandForest,no,8.069700578259766
400,0.5,RandForest,no,10.026711520274105
400,0.5,RandForest,no,7.975145267747998
400,0.5,RandForest,no,7.296428338390254
400,0.5,RandForest,no,15.15785424178461
400,0.5,RandForest,no,9.10524890900137
400,0.5,RandForest,no,84.166792070113
400,0.5,RandForest,no,23.995615940718977
400,0.5,RandForest,no,12.28883410121051
400,0.5,RandForest,no,7.613903560801084
400,0.5,RandForest,no,10.40332719853311
400,0.5,RandForest,no,7.515962421244283
400,0.5,RandForest,no,50.81502146961862
400,0.5,RandForest,no,10.36352445169608
400,0.5,RandForest,no,10.839189485780244
400,0.5,RandForest,no,8.92134712008632
400,0.5,RandForest,no,10.118352615521442
400,0.5,RandForest,no,6.499082219573214
400,0.5,RandForest,no,7.186084490001151
400,0.5,RandForest,no,6.262085177581818
400,0.5,RandForest,no,12.185254094290631
400,0.5,RandForest,no,11.78846416870211
400,0.5,RandForest,no,7.102567715030882
400,0.5,RandForest,no,9.081450817875027
400,0.5,RandForest,no,7.146138837393125
400,0.5,RandForest,no,7.494554299475725
400,0.5,RandForest,no,5.845034665337502
400,0.5,RandForest,no,7.523017888373477
400,0.5,RandForest,no,10.386695588847072
400,0.5,RandForest,no,6.589366891508543
400,0.5,RandForest,no,29.338199318728986
400,0.5,RandForest,no,9.615458326517166
400,0.5,RandForest,no,7.91468352457424
800,0.5,"StochOptForest
(apx-soln)",yes,2.5593437491690243
800,0.5,"StochOptForest
(apx-soln)",yes,2.3676465996594276
800,0.5,"StochOptForest
(apx-soln)",yes,2.6603028783466787
800,0.5,"StochOptForest
(apx-soln)",yes,2.2958193504725783
800,0.5,"StochOptForest
(apx-soln)",yes,2.107728364114326
800,0.5,"StochOptForest
(apx-soln)",yes,3.1146729034587266
800,0.5,"StochOptForest
(apx-soln)",yes,2.5204805274447293
800,0.5,"StochOptForest
(apx-soln)",yes,2.5826574474455013
800,0.5,"StochOptForest
(apx-soln)",yes,2.9002686947694207
800,0.5,"StochOptForest
(apx-soln)",yes,2.234611861795131
800,0.5,"StochOptForest
(apx-soln)",yes,3.191879381729517
800,0.5,"StochOptForest
(apx-soln)",yes,2.626094063737537
800,0.5,"StochOptForest
(apx-soln)",yes,2.6852011671065923
800,0.5,"StochOptForest
(apx-soln)",yes,2.965328296270633
800,0.5,"StochOptForest
(apx-soln)",yes,2.159346718105079
800,0.5,"StochOptForest
(apx-soln)",yes,2.7352575706510316
800,0.5,"StochOptForest
(apx-soln)",yes,3.2452056519965935
800,0.5,"StochOptForest
(apx-soln)",yes,5.1830378038386495
800,0.5,"StochOptForest
(apx-soln)",yes,2.688548318650935
800,0.5,"StochOptForest
(apx-soln)",yes,2.8955353861758066
800,0.5,"StochOptForest
(apx-soln)",yes,2.331508282930052
800,0.5,"StochOptForest
(apx-soln)",yes,2.799564544367578
800,0.5,"StochOptForest
(apx-soln)",yes,3.5863212509457143
800,0.5,"StochOptForest
(apx-soln)",yes,3.0100319388668577
800,0.5,"StochOptForest
(apx-soln)",yes,1.8450376359028469
800,0.5,"StochOptForest
(apx-soln)",yes,1.8303921083986106
800,0.5,"StochOptForest
(apx-soln)",yes,2.3140985580644853
800,0.5,"StochOptForest
(apx-soln)",yes,2.2980441644656007
800,0.5,"StochOptForest
(apx-soln)",yes,2.9188667376486994
800,0.5,"StochOptForest
(apx-soln)",yes,3.131780254139055
800,0.5,"StochOptForest
(apx-soln)",yes,2.6668870633121498
800,0.5,"StochOptForest
(apx-soln)",yes,1.9670360313057018
800,0.5,"StochOptForest
(apx-soln)",yes,2.586673164824128
800,0.5,"StochOptForest
(apx-soln)",yes,2.103686759831686
800,0.5,"StochOptForest
(apx-soln)",yes,4.170270389379828
800,0.5,"StochOptForest
(apx-soln)",yes,2.4980674167383317
800,0.5,"StochOptForest
(apx-soln)",yes,3.413297735365621
800,0.5,"StochOptForest
(apx-soln)",yes,2.3900890076215697
800,0.5,"StochOptForest
(apx-soln)",yes,3.64746489784376
800,0.5,"StochOptForest
(apx-soln)",yes,3.2728732628742403
800,0.5,"StochOptForest
(apx-soln)",yes,4.053573545080376
800,0.5,"StochOptForest
(apx-soln)",yes,2.2910922302802645
