n,R,Method,Constraint,rel_risk
100,0.5,"StochOptForest
(apx-soln)",yes,1.5562279986981742
100,0.5,"StochOptForest
(apx-soln)",yes,2.0706963570668666
100,0.5,"StochOptForest
(apx-soln)",yes,2.126616441556611
100,0.5,"StochOptForest
(apx-soln)",yes,2.8007097726919694
100,0.5,"StochOptForest
(apx-soln)",yes,1.477634683029847
100,0.5,"StochOptForest
(apx-soln)",yes,1.6695631947728777
100,0.5,"StochOptForest
(apx-soln)",yes,1.3858236797114558
100,0.5,"StochOptForest
(apx-soln)",yes,1.5262354671168774
100,0.5,"StochOptForest
(apx-soln)",yes,1.5007298820959578
100,0.5,"StochOptForest
(apx-soln)",yes,2.4693029046032873
100,0.5,"StochOptForest
(apx-soln)",yes,1.7584811568243492
100,0.5,"StochOptForest
(apx-soln)",yes,1.5886159574216008
100,0.5,"StochOptForest
(apx-soln)",yes,2.1589123414472557
100,0.5,"StochOptForest
(apx-soln)",yes,1.6433947441166095
100,0.5,"StochOptForest
(apx-soln)",yes,1.6449817973571232
100,0.5,"StochOptForest
(apx-soln)",yes,1.6599056696170713
100,0.5,"StochOptForest
(apx-soln)",yes,1.8965396125175256
100,0.5,"StochOptForest
(apx-soln)",no,2.4645212837097983
100,0.5,"StochOptForest
(apx-soln)",no,2.445145442977244
100,0.5,"StochOptForest
(apx-soln)",no,2.074252902011054
100,0.5,"StochOptForest
(apx-soln)",no,2.584338813238366
100,0.5,"StochOptForest
(apx-soln)",no,1.8067566368654364
100,0.5,"StochOptForest
(apx-soln)",no,1.4138814782248865
100,0.5,"StochOptForest
(apx-soln)",no,2.3168355303983095
100,0.5,"StochOptForest
(apx-soln)",no,5.0788010532306895
100,0.5,"StochOptForest
(apx-soln)",no,2.2843018481212423
100,0.5,"StochOptForest
(apx-soln)",no,2.361843708550774
100,0.5,"StochOptForest
(apx-soln)",no,2.3609361287794792
100,0.5,"StochOptForest
(apx-soln)",no,1.8800879674565842
100,0.5,"StochOptForest
(apx-soln)",no,2.539205794641098
100,0.5,"StochOptForest
(apx-soln)",no,1.9428747358554737
100,0.5,"StochOptForest
(apx-soln)",no,2.4216474493740585
100,0.5,"StochOptForest
(apx-soln)",no,3.2366897011662057
100,0.5,"StochOptForest
(apx-soln)",no,2.182620834182315
100,0.5,"StochOptForest
(apx-soln)",no,1.7580679818761482
100,0.5,"StochOptForest
(apx-soln)",no,1.7147668960072007
100,0.5,"StochOptForest
(apx-soln)",no,2.3247924866602525
100,0.5,"StochOptForest
(apx-soln)",no,2.0418208051353344
100,0.5,"StochOptForest
(apx-soln)",no,2.989335603122807
100,0.5,"StochOptForest
(apx-soln)",no,3.442013213705284
100,0.5,"StochOptForest
(apx-soln)",no,2.397891330494757
100,0.5,"StochOptForest
(apx-soln)",no,2.600041297735667
100,0.5,"StochOptForest
(apx-soln)",no,2.037064197047717
100,0.5,"StochOptForest
(apx-soln)",no,2.3174067473523756
100,0.5,"StochOptForest
(apx-soln)",no,3.602003461277982
100,0.5,"StochOptForest
(apx-soln)",no,1.3401633952825753
100,0.5,"StochOptForest
(apx-soln)",no,3.43697966664793
100,0.5,"StochOptForest
(apx-soln)",no,1.884035940012884
100,0.5,"StochOptForest
(apx-soln)",no,2.220826163002441
100,0.5,"StochOptForest
(apx-soln)",no,2.500107207712066
100,0.5,"StochOptForest
(apx-soln)",no,1.7330292019945077
100,0.5,"StochOptForest
(apx-soln)",no,2.312417119152909
100,0.5,"StochOptForest
(apx-soln)",no,2.1565365341668947
100,0.5,"StochOptForest
(apx-soln)",no,3.297660931547261
100,0.5,"StochOptForest
(apx-soln)",no,1.573906383402716
100,0.5,"StochOptForest
(apx-soln)",no,2.6578683305200843
100,0.5,"StochOptForest
(apx-soln)",no,1.47715228068496
100,0.5,"StochOptForest
(apx-soln)",no,1.9532833474577427
100,0.5,"StochOptForest
(apx-soln)",no,1.978482805402582
100,0.5,"StochOptForest
(apx-soln)",no,3.0870955511283884
100,0.5,"StochOptForest
(apx-soln)",no,2.4409603148016776
100,0.5,"StochOptForest
(apx-soln)",no,1.7823629033631199
100,0.5,"StochOptForest
(apx-soln)",no,2.4347520696317213
100,0.5,"StochOptForest
(apx-soln)",no,2.1001593319374927
100,0.5,"StochOptForest
(apx-soln)",no,2.425964284136927
100,0.5,"StochOptForest
(apx-soln)",no,1.7097074566055965
100,0.5,"StochOptForest
(apx-soln)",no,2.195167381576116
100,0.5,"StochOptForest
(apx-risk)",yes,1.7442793639991065
100,0.5,"StochOptForest
(apx-risk)",yes,1.686009365562137
100,0.5,"StochOptForest
(apx-risk)",yes,1.7762645275507212
100,0.5,"StochOptForest
(apx-risk)",yes,2.216485872594939
100,0.5,"StochOptForest
(apx-risk)",yes,1.5486646693050021
100,0.5,"StochOptForest
(apx-risk)",yes,1.4265468851863374
100,0.5,"StochOptForest
(apx-risk)",yes,1.8827069077832461
100,0.5,"StochOptForest
(apx-risk)",yes,3.777123045514133
100,0.5,"StochOptForest
(apx-risk)",yes,2.06515851063316
100,0.5,"StochOptForest
(apx-risk)",yes,1.7773458030368252
100,0.5,"StochOptForest
(apx-risk)",yes,2.0281734630154435
100,0.5,"StochOptForest
(apx-risk)",yes,1.7494964915387987
100,0.5,"StochOptForest
(apx-risk)",yes,2.2235180818685816
100,0.5,"StochOptForest
(apx-risk)",yes,1.9510331804932683
100,0.5,"StochOptForest
(apx-risk)",yes,1.8710578638856155
100,0.5,"StochOptForest
(apx-risk)",yes,2.3549866734020046
100,0.5,"StochOptForest
(apx-risk)",yes,1.5366611166339281
100,0.5,"StochOptForest
(apx-risk)",yes,1.6634291936280712
100,0.5,"StochOptForest
(apx-risk)",yes,1.353874351227638
100,0.5,"StochOptForest
(apx-risk)",yes,1.7902679826352936
100,0.5,"StochOptForest
(apx-risk)",yes,1.4660937029450258
100,0.5,"StochOptForest
(apx-risk)",yes,2.100703139850195
100,0.5,"StochOptForest
(apx-risk)",yes,2.3332198073365764
100,0.5,"StochOptForest
(apx-risk)",yes,1.6494396714171324
100,0.5,"StochOptForest
(apx-risk)",yes,2.1314510716030295
100,0.5,"StochOptForest
(apx-risk)",yes,1.5921807256344596
100,0.5,"StochOptForest
(apx-risk)",yes,1.699087648307956
100,0.5,"StochOptForest
(apx-risk)",yes,2.3566779925778256
100,0.5,"StochOptForest
(apx-risk)",yes,1.2909930204980604
100,0.5,"StochOptForest
(apx-risk)",yes,2.2675623555204787
100,0.5,"StochOptForest
(apx-risk)",yes,1.8566704571830002
100,0.5,"StochOptForest
(apx-risk)",yes,1.870191152878934
100,0.5,"StochOptForest
(apx-risk)",yes,1.9877758279757995
100,0.5,"StochOptForest
(apx-risk)",yes,1.5489033945781154
100,0.5,"StochOptForest
(apx-risk)",yes,2.0085490529784322
100,0.5,"StochOptForest
(apx-risk)",yes,2.010739232696171
100,0.5,"StochOptForest
(apx-risk)",yes,2.557651480524994
100,0.5,"StochOptForest
(apx-risk)",yes,1.1918670278864893
100,0.5,"StochOptForest
(apx-risk)",yes,1.6332944028267837
100,0.5,"StochOptForest
(apx-risk)",yes,0.9297150703446311
100,0.5,"StochOptForest
(apx-risk)",yes,1.6382500117979246
100,0.5,"StochOptForest
(apx-risk)",yes,1.4767727853507517
100,0.5,"StochOptForest
(apx-risk)",yes,2.350829959834169
100,0.5,"StochOptForest
(apx-risk)",yes,1.6969753883993512
100,0.5,"StochOptForest
(apx-risk)",yes,1.5422076319792846
100,0.5,"StochOptForest
(apx-risk)",yes,2.0956955863678086
100,0.5,"StochOptForest
(apx-risk)",yes,1.4744358364734442
100,0.5,"StochOptForest
(apx-risk)",yes,1.724499420807205
100,0.5,"StochOptForest
(apx-risk)",yes,1.6316029498303026
100,0.5,"StochOptForest
(apx-risk)",yes,1.89112604768425
100,0.5,"StochOptForest
(apx-risk)",no,1.904933397908686
100,0.5,"StochOptForest
(apx-risk)",no,1.567734850811648
100,0.5,"StochOptForest
(apx-risk)",no,1.7643751412804862
100,0.5,"StochOptForest
(apx-risk)",no,2.2403462993970984
100,0.5,"StochOptForest
(apx-risk)",no,1.5028865392160842
100,0.5,"StochOptForest
(apx-risk)",no,1.4360397591514615
100,0.5,"StochOptForest
(apx-risk)",no,1.526565141830437
100,0.5,"StochOptForest
(apx-risk)",no,3.218718825934421
100,0.5,"StochOptForest
(apx-risk)",no,1.9850582154152423
100,0.5,"StochOptForest
(apx-risk)",no,1.5597682126116323
100,0.5,"StochOptForest
(apx-risk)",no,1.8085894637867659
100,0.5,"StochOptForest
(apx-risk)",no,1.7650221073565893
100,0.5,"StochOptForest
(apx-risk)",no,2.059393464978324
100,0.5,"StochOptForest
(apx-risk)",no,1.9458675532246206
100,0.5,"StochOptForest
(apx-risk)",no,1.7133450608577683
100,0.5,"StochOptForest
(apx-risk)",no,2.2831580745480045
100,0.5,"StochOptForest
(apx-risk)",no,1.4330237122527765
100,0.5,"StochOptForest
(apx-risk)",no,1.6347033507580215
100,0.5,"StochOptForest
(apx-risk)",no,1.420378746948743
100,0.5,"StochOptForest
(apx-risk)",no,1.9566531095414514
100,0.5,"StochOptForest
(apx-risk)",no,1.5164000903888357
100,0.5,"StochOptForest
(apx-risk)",no,2.070637745334929
100,0.5,"StochOptForest
(apx-risk)",no,2.2967042111974205
100,0.5,"StochOptForest
(apx-risk)",no,1.5997404248045513
100,0.5,"StochOptForest
(apx-risk)",no,2.1776988767086536
100,0.5,"StochOptForest
(apx-risk)",no,1.6139669994825097
100,0.5,"StochOptForest
(apx-risk)",no,1.6348848852070141
100,0.5,"StochOptForest
(apx-risk)",no,2.2558682519927715
100,0.5,"StochOptForest
(apx-risk)",no,1.2549889459513623
100,0.5,"StochOptForest
(apx-risk)",no,2.1333445451884856
100,0.5,"StochOptForest
(apx-risk)",no,2.243521405228786
100,0.5,"StochOptForest
(apx-risk)",no,1.6398533409992941
100,0.5,"StochOptForest
(apx-risk)",no,1.8030350558434043
100,0.5,"StochOptForest
(apx-risk)",no,1.519845768020804
100,0.5,"StochOptForest
(apx-risk)",no,1.9167192284830108
100,0.5,"StochOptForest
(apx-risk)",no,1.9310215027707602
100,0.5,"StochOptForest
(apx-risk)",no,2.2904602284629507
100,0.5,"StochOptForest
(apx-risk)",no,3.736778670347856
100,0.5,"StochOptForest
(apx-risk)",no,1.4693628604210627
100,0.5,"StochOptForest
(apx-risk)",no,1.2271366503791643
100,0.5,"StochOptForest
(apx-risk)",no,1.5250811319405138
100,0.5,"StochOptForest
(apx-risk)",no,1.3356472566270523
100,0.5,"StochOptForest
(apx-risk)",no,2.4312989461518573
100,0.5,"StochOptForest
(apx-risk)",no,1.777414450783243
100,0.5,"StochOptForest
(apx-risk)",no,1.5262339284500819
100,0.5,"StochOptForest
(apx-risk)",no,1.9360595660058841
100,0.5,"StochOptForest
(apx-risk)",no,1.504976082676344
100,0.5,"StochOptForest
(apx-risk)",no,1.4623779589946717
100,0.5,"StochOptForest
(apx-risk)",no,1.56810230780702
100,0.5,"StochOptForest
(apx-risk)",no,1.55050425145418
100,0.5,RandSplitForest,no,2.2700919710729393
100,0.5,RandSplitForest,no,2.2456382874582737
100,0.5,RandSplitForest,no,2.0728728723675482
100,0.5,RandSplitForest,no,2.4458729998791995
100,0.5,RandSplitForest,no,1.66325016350828
100,0.5,RandSplitForest,no,1.4111249226057374
100,0.5,RandSplitForest,no,2.132003896404719
100,0.5,RandSplitForest,no,4.7630082635593265
100,0.5,RandSplitForest,no,2.308160402311268
100,0.5,RandSplitForest,no,2.2743791360394603
100,0.5,RandSplitForest,no,2.26819269590771
100,0.5,RandSplitForest,no,1.818881655295232
100,0.5,RandSplitForest,no,2.357903689387211
100,0.5,RandSplitForest,no,1.958888712512195
100,0.5,RandSplitForest,no,2.2848137550053704
100,0.5,RandSplitForest,no,3.144604604480298
100,0.5,RandSplitForest,no,2.0126336118884227
100,0.5,RandSplitForest,no,1.715594320065256
100,0.5,RandSplitForest,no,1.6468968002451656
100,0.5,RandSplitForest,no,2.1947260170378073
100,0.5,RandSplitForest,no,1.955235035150536
100,0.5,RandSplitForest,no,2.6868896940047087
100,0.5,RandSplitForest,no,3.1322334635531837
100,0.5,RandSplitForest,no,2.3166880417184488
100,0.5,RandSplitForest,no,2.539560647844892
100,0.5,RandSplitForest,no,2.023228197726886
100,0.5,RandSplitForest,no,2.2284290812994967
100,0.5,RandSplitForest,no,2.83576820324555
100,0.5,RandSplitForest,no,1.3450605410507313
100,0.5,RandSplitForest,no,2.8570322139853834
100,0.5,RandSplitForest,no,1.9830243938787386
100,0.5,RandSplitForest,no,2.0694648357634002
100,0.5,RandSplitForest,no,2.492071696941715
100,0.5,RandSplitForest,no,1.5092300181031981
100,0.5,RandSplitForest,no,2.270190029839161
100,0.5,RandSplitForest,no,2.058450110022432
100,0.5,RandSplitForest,no,3.114751020379427
