n,obj_coef,Method,Honesty,rel_risk
100,0,"StochOptForest
(apx-risk)",yes,1.4158254821857221
100,0,"StochOptForest
(apx-risk)",yes,1.4543854024917375
100,0,"StochOptForest
(apx-risk)",yes,1.3996712646053278
100,0,"StochOptForest
(apx-risk)",yes,1.4443100784403444
100,0,"StochOptForest
(apx-risk)",yes,1.401744962033177
100,0,"StochOptForest
(apx-risk)",yes,1.4780831441598286
100,0,"StochOptForest
(apx-risk)",yes,1.549218218845806
100,0,"StochOptForest
(apx-risk)",yes,1.5956715002786914
100,0,"StochOptForest
(apx-risk)",yes,1.4270739860034038
100,0,"StochOptForest
(apx-risk)",yes,1.8235213773011596
100,0,"StochOptForest
(apx-risk)",yes,1.4666035201864258
100,0,"StochOptForest
(apx-risk)",yes,1.4222921589517583
100,0,"StochOptForest
(apx-risk)",yes,1.429570024332614
100,0,"StochOptForest
(apx-risk)",yes,1.8418394374228442
100,0,"StochOptForest
(apx-risk)",yes,1.4125844526854185
100,0,"StochOptForest
(apx-risk)",yes,1.4296647575151011
100,0,"StochOptForest
(apx-risk)",yes,1.4589259751124248
100,0,"StochOptForest
(apx-risk)",yes,1.5863562552928008
100,0,"StochOptForest
(apx-risk)",yes,1.4968352816652732
100,0,"StochOptForest
(apx-risk)",yes,1.674283225992871
100,0,"StochOptForest
(apx-risk)",yes,1.416983510679587
100,0,"StochOptForest
(apx-risk)",yes,1.5303687791080736
100,0,"StochOptForest
(apx-risk)",yes,1.4942973686021914
100,0,"StochOptForest
(apx-risk)",yes,1.443137122109904
100,0,"StochOptForest
(apx-risk)",yes,1.6311535541071303
100,0,"StochOptForest
(apx-risk)",yes,1.4231538378204238
100,0,"StochOptForest
(apx-risk)",yes,1.5113962149310596
100,0,"StochOptForest
(apx-risk)",yes,1.440945120702194
100,0,"StochOptForest
(apx-risk)",yes,1.5422733825045511
100,0,"StochOptForest
(apx-risk)",yes,1.4952450954966525
100,0,"StochOptForest
(apx-risk)",yes,1.5975955991253026
100,0,"StochOptForest
(apx-risk)",yes,1.4348561228627814
100,0,"StochOptForest
(apx-risk)",yes,1.5196297390835132
100,0,"StochOptForest
(apx-risk)",yes,1.435824236898896
100,0,"StochOptForest
(apx-risk)",yes,1.4794532374008897
100,0,"StochOptForest
(apx-risk)",yes,1.458455839605383
100,0,"StochOptForest
(apx-risk)",yes,1.5866060510557187
100,0,"StochOptForest
(apx-risk)",yes,1.687132903775888
100,0,"StochOptForest
(apx-risk)",yes,1.3707125661854234
100,0,"StochOptForest
(apx-risk)",yes,1.5470073179701767
100,0,"StochOptForest
(apx-risk)",yes,1.4586001773691055
100,0,"StochOptForest
(apx-risk)",yes,1.476647385042316
100,0,"StochOptForest
(apx-risk)",yes,1.516559712947428
100,0,"StochOptForest
(apx-risk)",yes,1.6370219140015885
100,0,"StochOptForest
(apx-risk)",yes,1.4661490919007765
100,0,"StochOptForest
(apx-risk)",yes,1.55768005744021
100,0,"StochOptForest
(apx-risk)",yes,1.5864804902457972
100,0,"StochOptForest
(apx-risk)",yes,1.5070803984329673
100,0,"StochOptForest
(apx-risk)",yes,1.4186863969464192
100,0,"StochOptForest
(apx-risk)",no,1.463721633575676
100,0,"StochOptForest
(apx-risk)",no,1.4303515386984478
100,0,"StochOptForest
(apx-risk)",no,1.443054428901877
100,0,"StochOptForest
(apx-risk)",no,1.3523378939424129
100,0,"StochOptForest
(apx-risk)",no,1.4873592921316938
100,0,"StochOptForest
(apx-risk)",no,1.4310304142241885
100,0,"StochOptForest
(apx-risk)",no,1.4677947369470195
100,0,"StochOptForest
(apx-risk)",no,1.5155654563143415
100,0,"StochOptForest
(apx-risk)",no,1.5843368750294644
100,0,"StochOptForest
(apx-risk)",no,1.4190947442646902
100,0,"StochOptForest
(apx-risk)",no,1.7444876242907734
100,0,"StochOptForest
(apx-risk)",no,1.4311006689840577
100,0,"StochOptForest
(apx-risk)",no,1.4379236270437559
100,0,"StochOptForest
(apx-risk)",no,1.4237490312781425
100,0,"StochOptForest
(apx-risk)",no,1.599848206607391
100,0,"StochOptForest
(apx-risk)",no,1.3864068738708284
100,0,"StochOptForest
(apx-risk)",no,1.36248541458513
100,0,"StochOptForest
(apx-risk)",no,1.4269984131561362
100,0,"StochOptForest
(apx-risk)",no,1.5787227776829398
100,0,"StochOptForest
(apx-risk)",no,1.4850807378619142
100,0,"StochOptForest
(apx-risk)",no,1.682188907886368
100,0,"StochOptForest
(apx-risk)",no,1.4077281805349156
100,0,"StochOptForest
(apx-risk)",no,1.5126979063610866
100,0,"StochOptForest
(apx-risk)",no,1.5078977904744215
100,0,"StochOptForest
(apx-risk)",no,1.457059061030922
100,0,"StochOptForest
(apx-risk)",no,1.5637087904067608
100,0,"StochOptForest
(apx-risk)",no,1.4394467356195761
100,0,"StochOptForest
(apx-risk)",no,1.4910803487785218
100,0,"StochOptForest
(apx-risk)",no,1.463633680321548
100,0,"StochOptForest
(apx-risk)",no,1.5479867168315817
100,0,"StochOptForest
(apx-risk)",no,1.5072011424931815
100,0,"StochOptForest
(apx-risk)",no,1.57732495749693
100,0,"StochOptForest
(apx-risk)",no,1.4156416057822347
100,0,"StochOptForest
(apx-risk)",no,1.4874861931858678
100,0,"StochOptForest
(apx-risk)",no,1.3767669724408613
100,0,"StochOptForest
(apx-risk)",no,1.4703200550181927
100,0,"StochOptForest
(apx-risk)",no,1.4564210959278179
100,0,"StochOptForest
(apx-risk)",no,1.3641348477871915
100,0,"StochOptForest
(apx-risk)",no,1.5533347909893163
100,0,"StochOptForest
(apx-risk)",no,1.4843267885396103
100,0,"StochOptForest
(apx-risk)",no,1.554081408045344
100,0,"StochOptForest
(apx-risk)",no,1.4882521798724448
100,0,"StochOptForest
(apx-risk)",no,1.4891987511190146
100,0,"StochOptForest
(apx-risk)",no,1.5016635775816187
100,0,"StochOptForest
(apx-risk)",no,1.6171980112698838
100,0,"StochOptForest
(apx-risk)",no,1.4378711440152943
100,0,"StochOptForest
(apx-risk)",no,1.5331855336976468
100,0,"StochOptForest
(apx-risk)",no,1.5286044717366325
100,0,"StochOptForest
(apx-risk)",no,1.4966987834765757
100,0,"StochOptForest
(apx-risk)",no,1.361871699540281
200,0,"StochOptForest
(apx-soln)",yes,1.4146367383323595
200,0,"StochOptForest
(apx-soln)",yes,1.4943384353527003
200,0,"StochOptForest
(apx-soln)",yes,1.4682996830701143
200,0,"StochOptForest
(apx-soln)",yes,1.4679728358706536
200,0,"StochOptForest
(apx-soln)",yes,1.4712751381622222
200,0,"StochOptForest
(apx-soln)",yes,1.493596734598015
200,0,"StochOptForest
(apx-soln)",yes,1.4508680551677755
200,0,"StochOptForest
(apx-soln)",yes,1.43782980378331
200,0,"StochOptForest
(apx-soln)",yes,1.4478809469130682
200,0,"StochOptForest
(apx-soln)",yes,1.409060636375837
200,0,"StochOptForest
(apx-soln)",yes,1.5179808022524217
200,0,"StochOptForest
(apx-soln)",yes,1.419962756252345
200,0,"StochOptForest
(apx-soln)",yes,1.4957458101477188
200,0,"StochOptForest
(apx-soln)",yes,1.4007705416386713
200,0,"StochOptForest
(apx-soln)",yes,1.4235697839940054
200,0,"StochOptForest
(apx-soln)",yes,1.4408231391480657
200,0,"StochOptForest
(apx-soln)",yes,1.4972579430058524
200,0,"StochOptForest
(apx-soln)",yes,1.4576457997532413
200,0,"StochOptForest
(apx-soln)",yes,1.420618137653621
200,0,"StochOptForest
(apx-soln)",yes,1.487887620451469
200,0,"StochOptForest
(apx-soln)",yes,1.6361768025641885
200,0,"StochOptForest
(apx-soln)",yes,1.4535352317515213
200,0,"StochOptForest
(apx-soln)",yes,1.430727537120529
200,0,"StochOptForest
(apx-soln)",yes,1.540665617306742
200,0,"StochOptForest
(apx-soln)",yes,1.3608165797521865
200,0,"StochOptForest
(apx-soln)",yes,1.4428187335493545
200,0,"StochOptForest
(apx-soln)",yes,1.471016271034471
200,0,"StochOptForest
(apx-soln)",yes,1.4008135365445122
200,0,"StochOptForest
(apx-soln)",yes,1.8706134130703274
200,0,"StochOptForest
(apx-soln)",yes,1.4039157245836016
200,0,"StochOptForest
(apx-soln)",yes,1.3891549155892562
200,0,"StochOptForest
(apx-soln)",yes,1.4375991585947345
200,0,"StochOptForest
(apx-soln)",yes,1.4390036763160001
200,0,"StochOptForest
(apx-soln)",yes,1.4803523211813487
200,0,"StochOptForest
(apx-soln)",yes,1.4662487434618245
200,0,"StochOptForest
(apx-soln)",yes,1.4508140578334685
200,0,"StochOptForest
(apx-soln)",yes,1.4388334053559029
200,0,"StochOptForest
(apx-soln)",yes,1.5839574228769138
200,0,"StochOptForest
(apx-soln)",yes,1.4535608972705563
200,0,"StochOptForest
(apx-soln)",yes,1.4995172098721363
200,0,"StochOptForest
(apx-soln)",yes,1.4701331150104107
200,0,"StochOptForest
(apx-soln)",yes,1.4825035852476953
200,0,"StochOptForest
(apx-soln)",yes,1.4382830678868501
200,0,"StochOptForest
(apx-soln)",yes,1.4796626386264562
200,0,"StochOptForest
(apx-soln)",yes,1.4436746413985735
200,0,"StochOptForest
(apx-soln)",yes,1.4859038967964946
200,0,"StochOptForest
(apx-soln)",yes,1.5029224785926998
200,0,"StochOptForest
(apx-soln)",yes,1.3868016599645356
200,0,"StochOptForest
(apx-soln)",yes,1.4087148226735036
200,0,"StochOptForest
(apx-soln)",yes,1.4447526466500966
200,0,"StochOptForest
(apx-soln)",no,1.4200262415234175
200,0,"StochOptForest
(apx-soln)",no,1.4903007704751918
200,0,"StochOptForest
(apx-soln)",no,1.3675982286861672
200,0,"StochOptForest
(apx-soln)",no,1.454279765855954
200,0,"StochOptForest
(apx-soln)",no,1.4654339785621706
200,0,"StochOptForest
(apx-soln)",no,1.3852226495294626
200,0,"StochOptForest
(apx-soln)",no,1.4268089559685906
200,0,"StochOptForest
(apx-soln)",no,1.415171947294331
200,0,"StochOptForest
(apx-soln)",no,1.3884311918069654
200,0,"StochOptForest
(apx-soln)",no,1.3550350516456007
200,0,"StochOptForest
(apx-soln)",no,1.4156377028992506
200,0,"StochOptForest
(apx-soln)",no,1.43058680586808
200,0,"StochOptForest
(apx-soln)",no,1.4600224431311766
200,0,"StochOptForest
(apx-soln)",no,1.3713012068029597
200,0,"StochOptForest
(apx-soln)",no,1.3931141209034295
200,0,"StochOptForest
(apx-soln)",no,1.4246189155985247
200,0,"StochOptForest
(apx-soln)",no,1.4847660261119697
200,0,"StochOptForest
(apx-soln)",no,1.418602586990439
200,0,"StochOptForest
(apx-soln)",no,1.3686925274580233
200,0,"StochOptForest
(apx-soln)",no,1.390648464650281
200,0,"StochOptForest
(apx-soln)",no,1.590862797993804
200,0,"StochOptForest
(apx-soln)",no,1.3367412744193472
200,0,"StochOptForest
(apx-soln)",no,1.437510784384967
200,0,"StochOptForest
(apx-soln)",no,1.425700353087227
200,0,"StochOptForest
(apx-soln)",no,1.2816127253096694
200,0,"StochOptForest
(apx-soln)",no,1.2804245569964239
200,0,"StochOptForest
(apx-soln)",no,1.474803677076044
200,0,"StochOptForest
(apx-soln)",no,1.3969663843811335
200,0,"StochOptForest
(apx-soln)",no,1.7176053540855312
200,0,"StochOptForest
(apx-soln)",no,1.3606178924782044
200,0,"StochOptForest
(apx-soln)",no,1.3851099309173605
200,0,"StochOptForest
(apx-soln)",no,1.36095251544474
200,0,"StochOptForest
(apx-soln)",no,1.4188887818149902
200,0,"StochOptForest
(apx-soln)",no,1.410276735760908
200,0,"StochOptForest
(apx-soln)",no,1.4812801222524792
200,0,"StochOptForest
(apx-soln)",no,1.3841162091215182
200,0,"StochOptForest
(apx-soln)",no,1.3138255349807173
200,0,"StochOptForest
(apx-soln)",no,1.4378108572141264
200,0,"StochOptForest
(apx-soln)",no,1.371998037052746
200,0,"StochOptForest
(apx-soln)",no,1.4824297802385442
200,0,"StochOptForest
(apx-soln)",no,1.481799236898566
200,0,"StochOptForest
(apx-soln)",no,1.4871351118867098
200,0,"StochOptForest
(apx-soln)",no,1.3951546275980315
200,0,"StochOptForest
(apx-soln)",no,1.4690635396842748
200,0,"StochOptForest
(apx-soln)",no,1.4188850319257664
200,0,"StochOptForest
(apx-soln)",no,1.2865088171242582
200,0,"StochOptForest
(apx-soln)",no,1.4812886117759565
200,0,"StochOptForest
(apx-soln)",no,1.3648838169530237
200,0,"StochOptForest
(apx-soln)",no,1.3783224207992324
200,0,"StochOptForest
(apx-soln)",no,1.3921314723701141
200,0,"StochOptForest
(apx-risk)",yes,1.41976512688763
200,0,"StochOptForest
(apx-risk)",yes,1.4804254479456669
200,0,"StochOptForest
(apx-risk)",yes,1.455134693537107
200,0,"StochOptForest
(apx-risk)",yes,1.4617983791147915
200,0,"StochOptForest
(apx-risk)",yes,1.4722788834016538
200,0,"StochOptForest
(apx-risk)",yes,1.4629884196681942
200,0,"StochOptForest
(apx-risk)",yes,1.452113164322774
200,0,"StochOptForest
(apx-risk)",yes,1.4204501738397335
200,0,"StochOptForest
(apx-risk)",yes,1.4594781440179045
200,0,"StochOptForest
(apx-risk)",yes,1.3778608387618623
200,0,"StochOptForest
(apx-risk)",yes,1.5157652219313578
200,0,"StochOptForest
(apx-risk)",yes,1.4109734400074485
200,0,"StochOptForest
(apx-risk)",yes,1.4629305901334773
200,0,"StochOptForest
(apx-risk)",yes,1.380326235360695
200,0,"StochOptForest
(apx-risk)",yes,1.416977030924022
200,0,"StochOptForest
(apx-risk)",yes,1.4293795439751902
200,0,"StochOptForest
(apx-risk)",yes,1.4741944871340256
200,0,"StochOptForest
(apx-risk)",yes,1.436418205937591
200,0,"StochOptForest
(apx-risk)",yes,1.378902716484988
200,0,"StochOptForest
(apx-risk)",yes,1.4829401998402558
200,0,"StochOptForest
(apx-risk)",yes,1.593506814998068
200,0,"StochOptForest
(apx-risk)",yes,1.4071336865243191
200,0,"StochOptForest
(apx-risk)",yes,1.4494696811654053
200,0,"StochOptForest
(apx-risk)",yes,1.4592557973381481
200,0,"StochOptForest
(apx-risk)",yes,1.3528396449670295
200,0,"StochOptForest
(apx-risk)",yes,1.426074689988091
200,0,"StochOptForest
(apx-risk)",yes,1.4795557084006385
200,0,"StochOptForest
(apx-risk)",yes,1.3950859700331424
200,0,"StochOptForest
(apx-risk)",yes,1.8183327906180033
200,0,"StochOptForest
(apx-risk)",yes,1.4066518163721609
200,0,"StochOptForest
(apx-risk)",yes,1.3875612240411928
200,0,"StochOptForest
(apx-risk)",yes,1.4484228763943054
200,0,"StochOptForest
(apx-risk)",yes,1.430468501305289
200,0,"StochOptForest
(apx-risk)",yes,1.4708510423597643
200,0,"StochOptForest
(apx-risk)",yes,1.4393962562377438
200,0,"StochOptForest
(apx-risk)",yes,1.447627467193026
200,0,"StochOptForest
(apx-risk)",yes,1.399071692727729
200,0,"StochOptForest
(apx-risk)",yes,1.5405636524569277
200,0,"StochOptForest
(apx-risk)",yes,1.442620218520138
200,0,"StochOptForest
(apx-risk)",yes,1.4868592965746092
200,0,"StochOptForest
(apx-risk)",yes,1.4666321198616898
200,0,"StochOptForest
(apx-risk)",yes,1.465616982543582
200,0,"StochOptForest
(apx-risk)",yes,1.4308950789021806
200,0,"StochOptForest
(apx-risk)",yes,1.5019175867097807
200,0,"StochOptForest
(apx-risk)",yes,1.4378382278903605
200,0,"StochOptForest
(apx-risk)",yes,1.4938389146535394
200,0,"StochOptForest
(apx-risk)",yes,1.5001525939387095
200,0,"StochOptForest
(apx-risk)",yes,1.3759451618354743
200,0,"StochOptForest
(apx-risk)",yes,1.4131946993916535
200,0,"StochOptForest
(apx-risk)",yes,1.4495131271152424
200,0,"StochOptForest
(apx-risk)",no,1.4317550167336226
200,0,"StochOptForest
(apx-risk)",no,1.4835719190033787
200,0,"StochOptForest
(apx-risk)",no,1.3870482624011211
200,0,"StochOptForest
(apx-risk)",no,1.4518186025504667
200,0,"StochOptForest
(apx-risk)",no,1.4673984309427002
200,0,"StochOptForest
(apx-risk)",no,1.3692747467511683
200,0,"StochOptForest
(apx-risk)",no,1.4605547409924835
200,0,"StochOptForest
(apx-risk)",no,1.4402064556682943
200,0,"StochOptForest
(apx-risk)",no,1.448661670111442
200,0,"StochOptForest
(apx-risk)",no,1.3388846855718395
200,0,"StochOptForest
(apx-risk)",no,1.5075170056488751
200,0,"StochOptForest
(apx-risk)",no,1.4537199659672857
200,0,"StochOptForest
(apx-risk)",no,1.4136239245215263
200,0,"StochOptForest
(apx-risk)",no,1.3816059725471153
200,0,"StochOptForest
(apx-risk)",no,1.4008325678514282
200,0,"StochOptForest
(apx-risk)",no,1.4028138485202142
200,0,"StochOptForest
(apx-risk)",no,1.4822029502758018
200,0,"StochOptForest
(apx-risk)",no,1.3916802397355414
200,0,"StochOptForest
(apx-risk)",no,1.3147321245641983
200,0,"StochOptForest
(apx-risk)",no,1.4651801096005814
200,0,"StochOptForest
(apx-risk)",no,1.5590068356437627
200,0,"StochOptForest
(apx-risk)",no,1.2885257893609552
200,0,"StochOptForest
(apx-risk)",no,1.4549920965659011
200,0,"StochOptForest
(apx-risk)",no,1.3733121173618592
200,0,"StochOptForest
(apx-risk)",no,1.2944272115034123
200,0,"StochOptForest
(apx-risk)",no,1.4376712764557766
200,0,"StochOptForest
(apx-risk)",no,1.4890584383974272
200,0,"StochOptForest
(apx-risk)",no,1.3967563589203222
200,0,"StochOptForest
(apx-risk)",no,1.5611059882130467
200,0,"StochOptForest
(apx-risk)",no,1.39874800428192
200,0,"StochOptForest
(apx-risk)",no,1.3801162416354567
200,0,"StochOptForest
(apx-risk)",no,1.4037025074213707
200,0,"StochOptForest
(apx-risk)",no,1.388921934665737
200,0,"StochOptForest
(apx-risk)",no,1.448628267357661
200,0,"StochOptForest
(apx-risk)",no,1.4675316321916487
200,0,"StochOptForest
(apx-risk)",no,1.3787715576592414
200,0,"StochOptForest
(apx-risk)",no,1.3053263630067755
200,0,"StochOptForest
(apx-risk)",no,1.4839558719092993
200,0,"StochOptForest
(apx-risk)",no,1.343814927948932
200,0,"StochOptForest
(apx-risk)",no,1.451873571856182
200,0,"StochOptForest
(apx-risk)",no,1.480907339438532
200,0,"StochOptForest
(apx-risk)",no,1.4977589799719047
200,0,"StochOptForest
(apx-risk)",no,1.397687659786087
200,0,"StochOptForest
(apx-risk)",no,1.5105088138689273
200,0,"StochOptForest
(apx-risk)",no,1.4027406077527862
200,0,"StochOptForest
(apx-risk)",no,1.3235136827810476
200,0,"StochOptForest
(apx-risk)",no,1.4685988364156402
200,0,"StochOptForest
(apx-risk)",no,1.3982356360710098
200,0,"StochOptForest
(apx-risk)",no,1.4326160748929597
200,0,"StochOptForest
(apx-risk)",no,1.3657957661312405
400,0,"StochOptForest
(apx-soln)",yes,1.4059367863762091
400,0,"StochOptForest
(apx-soln)",yes,1.4288095850727565
400,0,"StochOptForest
(apx-soln)",yes,1.4038062480622855
400,0,"StochOptForest
(apx-soln)",yes,1.3748593993548193
400,0,"StochOptForest
(apx-soln)",yes,1.3526988620616633
400,0,"StochOptForest
(apx-soln)",yes,1.362437704095685
400,0,"StochOptForest
(apx-soln)",yes,1.404006189779064
400,0,"StochOptForest
(apx-soln)",yes,1.3107623945051843
400,0,"StochOptForest
(apx-soln)",yes,1.390631537019789
400,0,"StochOptForest
(apx-soln)",yes,1.3925719335486535
400,0,"StochOptForest
(apx-soln)",yes,1.4210334063875134
400,0,"StochOptForest
(apx-soln)",yes,1.3006851854267287
400,0,"StochOptForest
(apx-soln)",yes,1.363257854256428
400,0,"StochOptForest
(apx-soln)",yes,1.3991160414382309
400,0,"StochOptForest
(apx-soln)",yes,1.4174325308267717
400,0,"StochOptForest
(apx-soln)",yes,1.3438777241780253
400,0,"StochOptForest
(apx-soln)",yes,1.4060555350839359
400,0,"StochOptForest
(apx-soln)",yes,1.3165459809891913
400,0,"StochOptForest
(apx-soln)",yes,1.349405587154189
400,0,"StochOptForest
(apx-soln)",yes,1.3647976808198976
400,0,"StochOptForest
(apx-soln)",yes,1.449395554980405
400,0,"StochOptForest
(apx-soln)",yes,1.4521089679378205
400,0,"StochOptForest
(apx-soln)",yes,1.3203272769162921
400,0,"StochOptForest
(apx-soln)",yes,1.4864181941278636
400,0,"StochOptForest
(apx-soln)",yes,1.394990298958089
400,0,"StochOptForest
(apx-soln)",yes,1.402347143723792
400,0,"StochOptForest
(apx-soln)",yes,1.4841093352423411
400,0,"StochOptForest
(apx-soln)",yes,1.3479641526085981
400,0,"StochOptForest
(apx-soln)",yes,1.381743487474847
400,0,"StochOptForest
(apx-soln)",yes,1.3018831074701147
400,0,"StochOptForest
(apx-soln)",yes,1.3709421051980624
400,0,"StochOptForest
(apx-soln)",yes,1.3323231558311224
400,0,"StochOptForest
(apx-soln)",yes,1.394122692574148
400,0,"StochOptForest
(apx-soln)",yes,1.3582339791247364
400,0,"StochOptForest
(apx-soln)",yes,1.372266191525724
400,0,"StochOptForest
(apx-soln)",yes,1.458275393099146
400,0,"StochOptForest
(apx-soln)",yes,1.3448167094994359
400,0,"StochOptForest
(apx-soln)",yes,1.343273795949671
400,0,"StochOptForest
(apx-soln)",yes,1.3456715961261476
400,0,"StochOptForest
(apx-soln)",yes,1.3708924864655019
400,0,"StochOptForest
(apx-soln)",yes,1.3718320998805942
400,0,"StochOptForest
(apx-soln)",yes,1.3295915729722025
400,0,"StochOptForest
(apx-soln)",yes,1.3385825719739133
400,0,"StochOptForest
(apx-soln)",yes,1.4944938030655732
400,0,"StochOptForest
(apx-soln)",yes,1.3098078616643891
