n,obj_coef,Method,Honesty,rel_risk
100,0,"StochOptForest
(apx-risk)",yes,2.4144021420139534
100,0,"StochOptForest
(apx-risk)",yes,2.3173215153532487
100,0,"StochOptForest
(apx-risk)",yes,1.7862538141180355
100,0,"StochOptForest
(apx-risk)",yes,2.138287688412983
100,0,"StochOptForest
(apx-risk)",yes,2.0887515474068183
100,0,"StochOptForest
(apx-risk)",yes,1.465120135261008
100,0,"StochOptForest
(apx-risk)",yes,1.9231875283214837
100,0,"StochOptForest
(apx-risk)",yes,2.0248960400388802
100,0,"StochOptForest
(apx-risk)",yes,2.31979231651895
100,0,"StochOptForest
(apx-risk)",yes,2.436476740308738
100,0,"StochOptForest
(apx-risk)",yes,2.152873557130874
100,0,"StochOptForest
(apx-risk)",yes,1.8571121630496805
100,0,"StochOptForest
(apx-risk)",yes,2.152882120878415
100,0,"StochOptForest
(apx-risk)",yes,1.6495900137867134
100,0,"StochOptForest
(apx-risk)",yes,1.8887497224002137
100,0,"StochOptForest
(apx-risk)",yes,1.9733762555164238
100,0,"StochOptForest
(apx-risk)",yes,1.9910777724922037
100,0,"StochOptForest
(apx-risk)",yes,2.03604625107546
100,0,"StochOptForest
(apx-risk)",yes,1.9022775623780963
100,0,"StochOptForest
(apx-risk)",yes,1.7097213999442522
100,0,"StochOptForest
(apx-risk)",yes,1.9506982747774206
100,0,"StochOptForest
(apx-risk)",yes,1.6518325770966145
100,0,"StochOptForest
(apx-risk)",yes,2.6445163564426575
100,0,"StochOptForest
(apx-risk)",yes,2.2179986555758786
100,0,"StochOptForest
(apx-risk)",yes,2.1677311243278568
100,0,"StochOptForest
(apx-risk)",yes,1.6816125292015203
100,0,"StochOptForest
(apx-risk)",yes,2.0862212291593494
100,0,"StochOptForest
(apx-risk)",yes,2.463170480341496
100,0,"StochOptForest
(apx-risk)",yes,1.971131146284407
100,0,"StochOptForest
(apx-risk)",yes,1.7965043355389338
100,0,"StochOptForest
(apx-risk)",yes,2.5217902218330592
100,0,"StochOptForest
(apx-risk)",yes,2.1724939429063155
100,0,"StochOptForest
(apx-risk)",yes,2.027903791649513
100,0,"StochOptForest
(apx-risk)",yes,1.976420485760752
100,0,"StochOptForest
(apx-risk)",yes,2.2860649625192093
100,0,"StochOptForest
(apx-risk)",yes,2.3073253652003123
100,0,"StochOptForest
(apx-risk)",yes,1.937271723131176
100,0,"StochOptForest
(apx-risk)",yes,1.5417005713118181
100,0,"StochOptForest
(apx-risk)",yes,2.195388113156227
100,0,"StochOptForest
(apx-risk)",yes,2.2118499149615833
100,0,"StochOptForest
(apx-soln)",no,1.7427475478534766
100,0,"StochOptForest
(apx-soln)",no,2.6039943076494687
100,0,"StochOptForest
(apx-soln)",no,1.5941520877973063
100,0,"StochOptForest
(apx-soln)",no,1.826274384764089
100,0,"StochOptForest
(apx-soln)",no,2.402582525072425
100,0,"StochOptForest
(apx-soln)",no,1.4754829111898276
100,0,"StochOptForest
(apx-soln)",no,1.5872591779876584
100,0,"StochOptForest
(apx-soln)",no,2.4312891653972124
100,0,"StochOptForest
(apx-soln)",no,2.390956297974081
100,0,"StochOptForest
(apx-soln)",no,1.441948434409856
100,0,"StochOptForest
(apx-soln)",no,1.9292734571603496
100,0,"StochOptForest
(apx-soln)",no,1.913007342941935
100,0,"StochOptForest
(apx-soln)",no,1.3936115629534676
100,0,"StochOptForest
(apx-soln)",no,1.5646138803978107
100,0,"StochOptForest
(apx-soln)",no,1.5338498243207745
100,0,"StochOptForest
(apx-soln)",no,1.2112470563674607
100,0,"StochOptForest
(apx-soln)",no,1.4938226978546245
100,0,"StochOptForest
(apx-soln)",no,1.7376607223256297
100,0,"StochOptForest
(apx-soln)",no,1.644075155526195
100,0,"StochOptForest
(apx-soln)",no,2.1683427652599105
100,0,"StochOptForest
(apx-soln)",no,1.5533750578955599
100,0,"StochOptForest
(apx-soln)",no,1.3709169358893771
100,0,"StochOptForest
(apx-soln)",no,1.4794437485836767
100,0,"StochOptForest
(apx-soln)",no,1.408528192755211
100,0,"StochOptForest
(apx-soln)",no,1.4766770286060242
100,0,"StochOptForest
(apx-soln)",no,1.544772266817881
100,0,"StochOptForest
(apx-soln)",no,1.515886727379447
100,0,"StochOptForest
(apx-soln)",no,1.6821838045289628
100,0,"StochOptForest
(apx-soln)",no,1.3507327560203237
100,0,"StochOptForest
(apx-soln)",no,1.159630621150939
100,0,"StochOptForest
(apx-soln)",no,1.6614441829035702
100,0,"StochOptForest
(apx-soln)",no,1.6031620435384188
100,0,"StochOptForest
(apx-soln)",no,2.2986974591000493
100,0,"StochOptForest
(apx-soln)",no,1.7839287915976043
100,0,"StochOptForest
(apx-soln)",no,1.713704825746443
100,0,"StochOptForest
(apx-soln)",no,1.3242716499043983
100,0,"StochOptForest
(apx-soln)",no,1.2418946909655504
100,0,"StochOptForest
(apx-soln)",no,1.5538936585574916
100,0,"StochOptForest
(apx-soln)",no,1.4349349633876343
100,0,"StochOptForest
(apx-soln)",no,1.4583954980121356
100,0,"StochOptForest
(apx-soln)",no,1.7119723551415835
100,0,"StochOptForest
(apx-soln)",no,1.5491154370377571
100,0,"StochOptForest
(apx-soln)",no,1.4304038581290963
100,0,"StochOptForest
(apx-soln)",no,1.481195562569619
100,0,"StochOptForest
(apx-soln)",no,1.557778100010173
100,0,"StochOptForest
(apx-soln)",no,1.6754742969622554
100,0,"StochOptForest
(apx-soln)",no,1.5392687939283731
100,0,"StochOptForest
(apx-soln)",no,1.2696850505595507
100,0,"StochOptForest
(apx-soln)",no,1.8151611316298955
100,0,"StochOptForest
(apx-soln)",no,1.4531882373934282
100,0,"StochOptForest
(apx-risk)",no,1.7382839544990725
100,0,"StochOptForest
(apx-risk)",no,2.618545648953659
100,0,"StochOptForest
(apx-risk)",no,1.6427732776504194
100,0,"StochOptForest
(apx-risk)",no,1.8237346373487644
100,0,"StochOptForest
(apx-risk)",no,2.4100273237963643
100,0,"StochOptForest
(apx-risk)",no,1.4756687599290534
100,0,"StochOptForest
(apx-risk)",no,1.5996262409718147
100,0,"StochOptForest
(apx-risk)",no,2.5142525549527583
100,0,"StochOptForest
(apx-risk)",no,2.3790820378280872
100,0,"StochOptForest
(apx-risk)",no,1.4822855992804727
100,0,"StochOptForest
(apx-risk)",no,1.8630124580401992
100,0,"StochOptForest
(apx-risk)",no,1.7765901950860266
100,0,"StochOptForest
(apx-risk)",no,1.3600593748839354
100,0,"StochOptForest
(apx-risk)",no,1.643839652620525
100,0,"StochOptForest
(apx-risk)",no,1.4898235907795279
100,0,"StochOptForest
(apx-risk)",no,1.2689233557055992
100,0,"StochOptForest
(apx-risk)",no,1.4929986138057219
100,0,"StochOptForest
(apx-risk)",no,1.738840256850706
100,0,"StochOptForest
(apx-risk)",no,1.642939751919933
100,0,"StochOptForest
(apx-risk)",no,2.2211013943193247
100,0,"StochOptForest
(apx-risk)",no,1.560001523249912
100,0,"StochOptForest
(apx-risk)",no,1.3368622936561616
100,0,"StochOptForest
(apx-risk)",no,1.498321751171291
100,0,"StochOptForest
(apx-risk)",no,1.4096198027628513
100,0,"StochOptForest
(apx-risk)",no,1.5462694005418829
100,0,"StochOptForest
(apx-risk)",no,1.5483520921252234
100,0,"StochOptForest
(apx-risk)",no,1.5377423001965682
100,0,"StochOptForest
(apx-risk)",no,1.6728248138245099
100,0,"StochOptForest
(apx-risk)",no,1.3023198415962223
100,0,"StochOptForest
(apx-risk)",no,1.1671571000785188
100,0,"StochOptForest
(apx-risk)",no,1.678632406375322
100,0,"StochOptForest
(apx-risk)",no,1.6038109292660596
100,0,"StochOptForest
(apx-risk)",no,2.273404625220919
100,0,"StochOptForest
(apx-risk)",no,1.8008633331435175
100,0,"StochOptForest
(apx-risk)",no,1.7104418341500738
100,0,"StochOptForest
(apx-risk)",no,1.3637318115246708
100,0,"StochOptForest
(apx-risk)",no,1.3455538162355654
100,0,"StochOptForest
(apx-risk)",no,1.788207219717983
100,0,"StochOptForest
(apx-risk)",no,1.4386994916318439
100,0,"StochOptForest
(apx-risk)",no,1.5223019052573217
100,0,"StochOptForest
(apx-risk)",no,1.7324942486452628
100,0,"StochOptForest
(apx-risk)",no,1.543753278044351
100,0,"StochOptForest
(apx-risk)",no,1.5331500213756546
100,0,"StochOptForest
(apx-risk)",no,1.5008901860143882
100,0,"StochOptForest
(apx-risk)",no,1.5841584274069613
100,0,"StochOptForest
(apx-risk)",no,1.6733407313617554
100,0,"StochOptForest
(apx-risk)",no,1.6179020280205914
100,0,"StochOptForest
(apx-risk)",no,1.2514505142452725
100,0,"StochOptForest
(apx-risk)",no,1.8098112252644343
100,0,"StochOptForest
(apx-risk)",no,1.4428028916189113
200,0,"StochOptForest
(apx-soln)",yes,1.7748052359139632
200,0,"StochOptForest
(apx-soln)",yes,1.603761909809839
200,0,"StochOptForest
(apx-soln)",yes,1.8240298803426682
200,0,"StochOptForest
(apx-soln)",yes,1.6193453997415945
200,0,"StochOptForest
(apx-soln)",yes,1.8247255216662455
200,0,"StochOptForest
(apx-soln)",yes,1.8008992723777644
200,0,"StochOptForest
(apx-soln)",yes,1.4027826626190576
200,0,"StochOptForest
(apx-soln)",yes,1.6334918800772253
200,0,"StochOptForest
(apx-soln)",yes,1.535397330680368
200,0,"StochOptForest
(apx-soln)",yes,1.667451319885643
200,0,"StochOptForest
(apx-soln)",yes,1.4004087764969417
200,0,"StochOptForest
(apx-soln)",yes,1.3027142595904662
200,0,"StochOptForest
(apx-soln)",yes,1.942481265503191
200,0,"StochOptForest
(apx-soln)",yes,1.4157534996575916
200,0,"StochOptForest
(apx-soln)",yes,2.085563543692405
200,0,"StochOptForest
(apx-soln)",yes,2.1795882785605576
200,0,"StochOptForest
(apx-soln)",yes,1.8539137172723674
200,0,"StochOptForest
(apx-soln)",yes,1.4445615307635078
200,0,"StochOptForest
(apx-soln)",yes,1.880270146232873
200,0,"StochOptForest
(apx-soln)",yes,1.669410558113467
200,0,"StochOptForest
(apx-soln)",yes,1.2741176061250812
200,0,"StochOptForest
(apx-soln)",yes,2.4783506426610495
200,0,"StochOptForest
(apx-soln)",yes,1.9945676183302326
200,0,"StochOptForest
(apx-soln)",yes,1.7360249651954818
200,0,"StochOptForest
(apx-soln)",yes,1.6501883807090605
200,0,"StochOptForest
(apx-soln)",yes,1.755471438898703
200,0,"StochOptForest
(apx-soln)",yes,2.6283340106108852
200,0,"StochOptForest
(apx-soln)",yes,1.33373853088948
200,0,"StochOptForest
(apx-soln)",yes,1.5579556787614204
200,0,"StochOptForest
(apx-soln)",yes,1.330000795287028
200,0,"StochOptForest
(apx-soln)",yes,1.4603051185880465
200,0,"StochOptForest
(apx-soln)",yes,1.3334620239089399
200,0,"StochOptForest
(apx-soln)",yes,1.5861228419048292
200,0,"StochOptForest
(apx-soln)",yes,1.3777868984184327
200,0,"StochOptForest
(apx-soln)",yes,1.9515405031598738
200,0,"StochOptForest
(apx-soln)",yes,1.8080352731983864
200,0,"StochOptForest
(apx-soln)",yes,1.395503594169809
200,0,"StochOptForest
(apx-soln)",yes,1.484750298247871
200,0,"StochOptForest
(apx-soln)",yes,1.3114084016992194
200,0,"StochOptForest
(apx-soln)",yes,1.4223400475109969
200,0,"StochOptForest
(apx-soln)",yes,1.6910768658748832
200,0,"StochOptForest
(apx-soln)",yes,1.3823977195538144
200,0,"StochOptForest
(apx-soln)",yes,1.3123979800428227
200,0,"StochOptForest
(apx-soln)",yes,2.0849768683330185
200,0,"StochOptForest
(apx-soln)",yes,1.564902817681967
200,0,"StochOptForest
(apx-soln)",yes,1.5345343669307094
200,0,"StochOptForest
(apx-soln)",yes,1.3062962682624466
200,0,"StochOptForest
(apx-soln)",yes,1.5611437259944432
200,0,"StochOptForest
(apx-soln)",yes,1.6243384717687355
200,0,"StochOptForest
(apx-soln)",yes,1.6324102459797034
200,0,"StochOptForest
(apx-risk)",yes,1.7493032765177046
200,0,"StochOptForest
(apx-risk)",yes,1.5350795557548222
200,0,"StochOptForest
(apx-risk)",yes,1.7513738068078626
200,0,"StochOptForest
(apx-risk)",yes,1.6414492377775691
200,0,"StochOptForest
(apx-risk)",yes,1.8905164821272318
200,0,"StochOptForest
(apx-risk)",yes,1.7002888310849373
200,0,"StochOptForest
(apx-risk)",yes,1.414845280684911
200,0,"StochOptForest
(apx-risk)",yes,1.648001291936128
200,0,"StochOptForest
(apx-risk)",yes,1.531209760434745
200,0,"StochOptForest
(apx-risk)",yes,1.6342873456356348
200,0,"StochOptForest
(apx-risk)",yes,1.4201455821504965
200,0,"StochOptForest
(apx-risk)",yes,1.3001273641677231
200,0,"StochOptForest
(apx-risk)",yes,1.94486094422812
200,0,"StochOptForest
(apx-risk)",yes,1.4217956809689698
200,0,"StochOptForest
(apx-risk)",yes,1.9842515944945824
200,0,"StochOptForest
(apx-risk)",yes,2.1655152244348574
200,0,"StochOptForest
(apx-risk)",yes,1.8031056496894922
200,0,"StochOptForest
(apx-risk)",yes,1.4571089266636466
200,0,"StochOptForest
(apx-risk)",yes,1.8829829395132034
200,0,"StochOptForest
(apx-risk)",yes,1.6660512535265761
200,0,"StochOptForest
(apx-risk)",yes,1.2760386890885589
200,0,"StochOptForest
(apx-risk)",yes,2.5280012528238616
200,0,"StochOptForest
(apx-risk)",yes,1.987420150886314
200,0,"StochOptForest
(apx-risk)",yes,1.7252617777418116
200,0,"StochOptForest
(apx-risk)",yes,1.5783078472595007
200,0,"StochOptForest
(apx-risk)",yes,1.8050832782418083
200,0,"StochOptForest
(apx-risk)",yes,2.559866839410644
200,0,"StochOptForest
(apx-risk)",yes,1.3388752440721883
200,0,"StochOptForest
(apx-risk)",yes,1.5549836706803337
200,0,"StochOptForest
(apx-risk)",yes,1.314501654473949
200,0,"StochOptForest
(apx-risk)",yes,1.4230373084714725
200,0,"StochOptForest
(apx-risk)",yes,1.2636261765614394
200,0,"StochOptForest
(apx-risk)",yes,1.5815883664883428
200,0,"StochOptForest
(apx-risk)",yes,1.365137511012671
200,0,"StochOptForest
(apx-risk)",yes,1.9476934110279605
200,0,"StochOptForest
(apx-risk)",yes,1.7682526352807635
200,0,"StochOptForest
(apx-risk)",yes,1.3916490596467963
200,0,"StochOptForest
(apx-risk)",yes,1.4793629676571007
200,0,"StochOptForest
(apx-risk)",yes,1.332009862109344
200,0,"StochOptForest
(apx-risk)",yes,1.4000376361674967
200,0,"StochOptForest
(apx-risk)",yes,1.6953834940140318
200,0,"StochOptForest
(apx-risk)",yes,1.3503486477763333
200,0,"StochOptForest
(apx-risk)",yes,1.3177943029244912
200,0,"StochOptForest
(apx-risk)",yes,2.0063882902893497
200,0,"StochOptForest
(apx-risk)",yes,1.549232842890306
200,0,"StochOptForest
(apx-risk)",yes,1.5276383662843225
200,0,"StochOptForest
(apx-risk)",yes,1.3052427350892373
200,0,"StochOptForest
(apx-risk)",yes,1.5585191863381986
200,0,"StochOptForest
(apx-risk)",yes,1.6350765644270924
200,0,"StochOptForest
(apx-risk)",yes,1.641633420742669
200,0,"StochOptForest
(apx-soln)",no,1.5253310821022834
200,0,"StochOptForest
(apx-soln)",no,1.323815798088501
200,0,"StochOptForest
(apx-soln)",no,1.389888431166918
200,0,"StochOptForest
(apx-soln)",no,1.494071888590966
200,0,"StochOptForest
(apx-soln)",no,1.8047758036823776
200,0,"StochOptForest
(apx-soln)",no,1.5759756421821869
200,0,"StochOptForest
(apx-soln)",no,1.2408611342111826
200,0,"StochOptForest
(apx-soln)",no,1.6367985375157765
200,0,"StochOptForest
(apx-soln)",no,1.3358263316871355
200,0,"StochOptForest
(apx-soln)",no,1.2173260941898774
200,0,"StochOptForest
(apx-soln)",no,1.333866172359492
200,0,"StochOptForest
(apx-soln)",no,1.1916652614454497
200,0,"StochOptForest
(apx-soln)",no,1.4254179950920107
200,0,"StochOptForest
(apx-soln)",no,1.3216599411064525
200,0,"StochOptForest
(apx-soln)",no,1.9661021236401381
200,0,"StochOptForest
(apx-soln)",no,1.963413837951996
200,0,"StochOptForest
(apx-soln)",no,1.561699460767249
200,0,"StochOptForest
(apx-soln)",no,1.3254057136359116
200,0,"StochOptForest
(apx-soln)",no,1.7967486292353192
200,0,"StochOptForest
(apx-soln)",no,1.4485133975477633
200,0,"StochOptForest
(apx-soln)",no,1.434630854580045
200,0,"StochOptForest
(apx-soln)",no,2.4531789427082047
200,0,"StochOptForest
(apx-soln)",no,1.9012432677666258
200,0,"StochOptForest
(apx-soln)",no,1.5597575960021723
200,0,"StochOptForest
(apx-soln)",no,1.437724599843131
200,0,"StochOptForest
(apx-soln)",no,1.5298519400224486
200,0,"StochOptForest
(apx-soln)",no,2.397129782049259
200,0,"StochOptForest
(apx-soln)",no,1.335705681911119
200,0,"StochOptForest
(apx-soln)",no,1.3578837399019874
200,0,"StochOptForest
(apx-soln)",no,1.2813830652239016
200,0,"StochOptForest
(apx-soln)",no,1.4687809222608077
200,0,"StochOptForest
(apx-soln)",no,1.1533029688154366
200,0,"StochOptForest
(apx-soln)",no,1.3436899766052588
200,0,"StochOptForest
(apx-soln)",no,1.274483089633676
200,0,"StochOptForest
(apx-soln)",no,1.2884347730997656
200,0,"StochOptForest
(apx-soln)",no,1.6320377120253164
200,0,"StochOptForest
(apx-soln)",no,1.3147970327551775
200,0,"StochOptForest
(apx-soln)",no,1.4219482959844743
200,0,"StochOptForest
(apx-soln)",no,1.2989056439352973
200,0,"StochOptForest
(apx-soln)",no,1.1970352219090186
200,0,"StochOptForest
(apx-soln)",no,1.6731006760468055
200,0,"StochOptForest
(apx-soln)",no,1.1402531676498109
200,0,"StochOptForest
(apx-soln)",no,1.1917472784946765
200,0,"StochOptForest
(apx-soln)",no,1.8388502009442433
200,0,"StochOptForest
(apx-soln)",no,1.3143225091091528
200,0,"StochOptForest
(apx-soln)",no,1.2869054285722026
200,0,"StochOptForest
(apx-soln)",no,1.2171943120669044
200,0,"StochOptForest
(apx-soln)",no,1.4281121847220808
200,0,"StochOptForest
(apx-soln)",no,1.4582110585281103
200,0,"StochOptForest
(apx-soln)",no,1.5051813338943651
200,0,"StochOptForest
(apx-risk)",no,1.4532884535293449
200,0,"StochOptForest
(apx-risk)",no,1.3970787325316005
200,0,"StochOptForest
(apx-risk)",no,1.5608079594295337
200,0,"StochOptForest
(apx-risk)",no,1.518581289352635
200,0,"StochOptForest
(apx-risk)",no,1.820485999857384
200,0,"StochOptForest
(apx-risk)",no,1.5827823079680896
200,0,"StochOptForest
(apx-risk)",no,1.220508862962367
200,0,"StochOptForest
(apx-risk)",no,1.7042287472503064
200,0,"StochOptForest
(apx-risk)",no,1.3910186087240144
200,0,"StochOptForest
(apx-risk)",no,1.3425143245309192
200,0,"StochOptForest
(apx-risk)",no,1.3556569648672105
200,0,"StochOptForest
(apx-risk)",no,1.2330027952205762
200,0,"StochOptForest
(apx-risk)",no,1.5985597254370596
200,0,"StochOptForest
(apx-risk)",no,1.3421037510070202
200,0,"StochOptForest
(apx-risk)",no,1.9620228862355795
200,0,"StochOptForest
(apx-risk)",no,2.0308946086822934
200,0,"StochOptForest
(apx-risk)",no,1.59158795196729
200,0,"StochOptForest
(apx-risk)",no,1.3873895827766147
200,0,"StochOptForest
(apx-risk)",no,1.7540551544390037
200,0,"StochOptForest
(apx-risk)",no,1.4056706620952633
200,0,"StochOptForest
(apx-risk)",no,1.2719371306413263
200,0,"StochOptForest
(apx-risk)",no,2.4983764281500287
200,0,"StochOptForest
(apx-risk)",no,1.8285737038029883
200,0,"StochOptForest
(apx-risk)",no,1.5880407630488182
200,0,"StochOptForest
(apx-risk)",no,1.468987910368875
200,0,"StochOptForest
(apx-risk)",no,1.552060017680704
200,0,"StochOptForest
(apx-risk)",no,2.4612135737185112
200,0,"StochOptForest
(apx-risk)",no,1.3088026238934964
200,0,"StochOptForest
(apx-risk)",no,1.4282329999208676
200,0,"StochOptForest
(apx-risk)",no,1.3896024437495866
200,0,"StochOptForest
(apx-risk)",no,1.3892330341067907
200,0,"StochOptForest
(apx-risk)",no,1.193985992210536
200,0,"StochOptForest
(apx-risk)",no,1.4524372680595148
200,0,"StochOptForest
(apx-risk)",no,1.2180865522930517
200,0,"StochOptForest
(apx-risk)",no,1.650416528013451
200,0,"StochOptForest
(apx-risk)",no,1.7024147920382613
200,0,"StochOptForest
(apx-risk)",no,1.3510362646409793
200,0,"StochOptForest
(apx-risk)",no,1.5212900612828397
200,0,"StochOptForest
(apx-risk)",no,1.2428700374996051
200,0,"StochOptForest
(apx-risk)",no,1.3017057368243146
200,0,"StochOptForest
(apx-risk)",no,1.6043644334077658
200,0,"StochOptForest
(apx-risk)",no,1.2258926464532836
200,0,"StochOptForest
(apx-risk)",no,1.2244444678613107
200,0,"StochOptForest
(apx-risk)",no,1.8816531945293862
200,0,"StochOptForest
(apx-risk)",no,1.3624149236176792
200,0,"StochOptForest
(apx-risk)",no,1.2385584354012515
200,0,"StochOptForest
(apx-risk)",no,1.246172813933069
200,0,"StochOptForest
(apx-risk)",no,1.465200681928427
200,0,"StochOptForest
(apx-risk)",no,1.526581734335609
200,0,"StochOptForest
(apx-risk)",no,1.5266773145694645
400,0,"StochOptForest
(apx-soln)",yes,1.3893925057353274
400,0,"StochOptForest
(apx-soln)",yes,1.232810088438476
400,0,"StochOptForest
(apx-soln)",yes,1.326616986978807
400,0,"StochOptForest
(apx-soln)",yes,1.2707726502450112
400,0,"StochOptForest
(apx-soln)",yes,1.3056200609250217
400,0,"StochOptForest
(apx-soln)",yes,1.2404248751475822
400,0,"StochOptForest
(apx-soln)",yes,1.339689488885749
400,0,"StochOptForest
(apx-soln)",yes,1.1695390933698
400,0,"StochOptForest
(apx-soln)",yes,1.4553954088718697
400,0,"StochOptForest
(apx-soln)",yes,1.4517178268505666
400,0,"StochOptForest
(apx-soln)",yes,1.3269449593303406
400,0,"StochOptForest
(apx-soln)",yes,1.1619181906767095
400,0,"StochOptForest
(apx-soln)",yes,1.1403300427720167
400,0,"StochOptForest
(apx-soln)",yes,1.7125685574563523
400,0,"StochOptForest
(apx-soln)",yes,1.6930516081761873
400,0,"StochOptForest
(apx-soln)",yes,2.0005785321033938
400,0,"StochOptForest
(apx-soln)",yes,1.753749869876353
400,0,"StochOptForest
(apx-soln)",yes,1.1766111541455564
400,0,"StochOptForest
(apx-soln)",yes,1.1886994369958017
400,0,"StochOptForest
(apx-soln)",yes,1.3192754666431095
400,0,"StochOptForest
(apx-soln)",yes,1.2076733391200147
400,0,"StochOptForest
(apx-soln)",yes,1.2360357426174156
400,0,"StochOptForest
(apx-soln)",yes,1.2644842285213074
400,0,"StochOptForest
(apx-soln)",yes,1.8712140727993105
400,0,"StochOptForest
(apx-soln)",yes,1.187481291939283
400,0,"StochOptForest
(apx-soln)",yes,1.360084774242621
400,0,"StochOptForest
(apx-soln)",yes,1.4492711378384309
400,0,"StochOptForest
(apx-soln)",yes,1.5871240102831679
400,0,"StochOptForest
(apx-soln)",yes,1.2895196827336153
400,0,"StochOptForest
(apx-soln)",yes,1.3454097230916355
400,0,"StochOptForest
(apx-soln)",yes,1.2078489508083359
400,0,"StochOptForest
(apx-soln)",yes,1.3983798703401087
400,0,"StochOptForest
(apx-soln)",yes,1.9394155088773384
400,0,"StochOptForest
(apx-soln)",yes,1.3827377726878567
400,0,"StochOptForest
(apx-soln)",yes,1.3074249276820897
400,0,"StochOptForest
(apx-soln)",yes,1.3106896984779801
400,0,"StochOptForest
(apx-soln)",yes,1.1829726021809117
400,0,"StochOptForest
(apx-soln)",yes,1.3632158480691707
400,0,"StochOptForest
(apx-soln)",yes,1.402100459694634
400,0,"StochOptForest
(apx-soln)",yes,1.290967123073675
400,0,"StochOptForest
(apx-soln)",yes,1.2529148901993723
400,0,"StochOptForest
(apx-soln)",yes,1.4874562680802117
400,0,"StochOptForest
(apx-soln)",yes,1.3228886729708684
400,0,"StochOptForest
(apx-soln)",yes,1.1275783282149727
400,0,"StochOptForest
(apx-soln)",yes,1.318134650915182
